EDGE Rank,Order,Family,Species,Common Name,IUCN Category,Assigned IUCN2012,ED Score,ED IQR,ED 05Percentile,ED 95Percentile,EDGE Score,EDGE IQR,EDGE 05Percentile,EDGE 95Percentile
8148,GALLIFORMES,Phasianidae,Tetrao tetrix,Black Grouse,LC,LC,4.160267,1.268897,2.839436,5.847853,1.640988,0.819294,1.345325,1.923935
8149,PSITTACIFORMES,Psittacidae,Amazona amazonica,Orange-winged Amazon,LC,LC,4.159223,1.372801,2.691183,6.055879,1.640786,0.864071,1.305947,1.953861
8150,PASSERIFORMES,Turdidae,Turdus fumigatus,Cocoa Thrush,LC,LC,4.158429,1.120444,2.998211,5.56332,1.640632,0.751626,1.385847,1.881497
8151,PASSERIFORMES,Turdidae,Turdus hauxwelli,Hauxwell's Thrush,LC,LC,4.156961,1.124418,2.985646,5.56332,1.640348,0.753498,1.382699,1.881497
8152,PASSERIFORMES,Cisticolidae,Cisticola textrix,Tink-tink Cisticola,LC,LC,4.15573,2.564613,2.247627,8.758094,1.640109,1.271055,1.177925,2.278097
8153,PASSERIFORMES,Emberizidae,Emberizoides herbicola,Wedge-tailed Grass-finch,LC,LC,4.154257,1.281053,2.825406,5.797359,1.639823,0.824637,1.341664,1.916534
8154,PASSERIFORMES,Thraupidae,Hemispingus xanthophthalmus,Drab Hemispingus,LC,LC,4.153485,1.909521,2.294474,6.400518,1.639673,1.067989,1.192246,2.00155
8155,PASSERIFORMES,Furnariidae,Pseudoseisura cristata,Caatinga Cacholote,LC,LC,4.153027,1.884281,2.454354,7.082101,1.639584,1.059276,1.239636,2.089652
8156,GALLIFORMES,Phasianidae,Arborophila torqueola,Hill Partridge,LC,LC,4.151639,1.661641,2.561226,6.540364,1.639315,0.978943,1.270105,2.020271
8157,PASSERIFORMES,Emberizidae,Piezorhina cinerea,Cinereous Finch,LC,LC,4.150817,2.624301,2.07318,8.259658,1.639155,1.287661,1.122713,2.225667
8158,PASSERIFORMES,Cisticolidae,Cisticola rufus,Rufous Cisticola,LC,LC,4.150308,2.500247,2.227379,8.809813,1.639056,1.252834,1.17167,2.283383
8159,PASSERIFORMES,Tyrannidae,Todirostrum pictum,Painted Tody-flycatcher,LC,LC,4.150257,1.727875,2.536103,6.816803,1.639047,1.003523,1.263025,2.056276
8160,PASSERIFORMES,Cisticolidae,Cisticola ruficeps,Red-pate Cisticola,LC,LC,4.149935,2.498115,2.299241,8.853672,1.638984,1.252224,1.193692,2.287844
8161,ACCIPITRIFORMES,Accipitridae,Buteo albonotatus,Zone-tailed Hawk,LC,LC,4.149822,0.849063,2.948051,5.139779,1.638962,0.614679,1.373222,1.814789
8162,PASSERIFORMES,Emberizidae,Emberizoides ypiranganus,Grey-cheeked Grass-finch,LC,LC,4.146999,1.286908,2.810055,5.786209,1.638414,0.827201,1.337644,1.914892
8163,PASSERIFORMES,Furnariidae,Anabazenops fuscus,White-collared Foliage-gleaner,LC,LC,4.146351,1.647249,2.716793,6.457419,1.638288,0.973521,1.312861,2.009209
8164,PASSERIFORMES,Furnariidae,Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,LC,LC,4.146351,1.647249,2.716793,6.457419,1.638288,0.973521,1.312861,2.009209
8165,PASSERIFORMES,Mimidae,Mimus parvulus,Galapagos Mockingbird,LC,LC,4.146241,0.913333,3.183162,5.321598,1.638267,0.648847,1.431067,1.843972
8166,PSITTACIFORMES,Psittacidae,Psittacula alexandri,Red-breasted Parakeet,LC,LC,4.144801,1.368095,2.714257,6.132681,1.637987,0.862086,1.312179,1.964687
8167,PASSERIFORMES,Cisticolidae,Cisticola tinniens,Levaillant's Cisticola,LC,LC,4.144549,2.412712,2.212271,8.485344,1.637938,1.227507,1.166978,2.249748
8168,PICIFORMES,Picidae,Melanerpes hypopolius,Grey-breasted Woodpecker,LC,LC,4.142385,2.010877,2.436478,8.094764,1.637517,1.102231,1.234447,2.207699
8169,APODIFORMES,Trochilidae,Calliphlox amethystina,Amethyst Woodstar,LC,LC,4.142261,1.162207,2.513615,5.284374,1.637493,0.771129,1.256645,1.838066
8170,PASSERIFORMES,Cisticolidae,Cisticola lais,Wailing Cisticola,LC,LC,4.1398,2.49127,2.247683,8.414647,1.637014,1.250265,1.177942,2.242267
8171,PASSERIFORMES,Thraupidae,Conirostrum speciosum,Chestnut-vented Conebill,LC,LC,4.136638,1.834985,2.353799,6.303279,1.636399,1.042037,1.210094,1.988323
8172,PASSERIFORMES,Fringillidae,Serinus dorsostriatus,White-bellied Canary,LC,LC,4.132183,1.499765,2.329088,5.599383,1.635531,0.916197,1.202698,1.886976
8173,PASSERIFORMES,Cisticolidae,Cisticola ayresii,Wing-snapping Cisticola,LC,LC,4.130659,2.54262,2.196792,8.630193,1.635234,1.264867,1.162148,2.264903
8174,PASSERIFORMES,Timaliidae,Pomatorhinus erythrocnemis,Black-necklaced Scimitar-babbler,LC,LC,4.13016,1.813591,2.407251,6.531552,1.635137,1.034462,1.225906,2.019101
8175,PASSERIFORMES,Cisticolidae,Cisticola bulliens,Bubbling Cisticola,LC,LC,4.128331,2.563652,2.20089,8.664492,1.63478,1.270786,1.163429,2.268459
8176,PASSERIFORMES,Thamnophilidae,Formicivora serrana,Serra Antwren,LC,LC,4.126181,1.766129,2.726069,7.279345,1.634361,1.017449,1.315354,2.113764
8177,PASSERIFORMES,Pipridae,Antilophia galeata,Helmeted Manakin,LC,LC,4.125363,1.457457,2.63127,6.218279,1.634201,0.899127,1.289582,1.976617
8178,PASSERIFORMES,Rhinocryptidae,Scytalopus femoralis,Rufous-vented Tapaculo,LC,LC,4.119647,1.474757,2.686498,6.20275,1.633085,0.906142,1.304677,1.974463
8179,PASSERIFORMES,Emberizidae,Pipilo ocai,Collared Towhee,LC,LC,4.119082,1.315571,2.695365,5.90286,1.632975,0.839656,1.307079,1.931936
8180,PSITTACIFORMES,Psittacidae,Micropsitta keiensis,Yellow-capped Pygmy-parrot,LC,LC,4.119051,1.24925,2.765144,5.892921,1.632969,0.810597,1.325786,1.930495
8181,PSITTACIFORMES,Psittacidae,Micropsitta pusio,Buff-faced Pygmy-parrot,LC,LC,4.118307,1.24998,2.760611,5.892921,1.632824,0.810921,1.324581,1.930495
8182,PASSERIFORMES,Cisticolidae,Cisticola natalensis,Croaking Cisticola,LC,LC,4.117879,2.428781,2.25111,8.661083,1.63274,1.232205,1.178997,2.268106
8183,PICIFORMES,Picidae,Campephilus leucopogon,Cream-backed Woodpecker,LC,LC,4.117087,1.191994,2.832156,5.692215,1.632585,0.784812,1.343428,1.900945
8184,PASSERIFORMES,Sylviidae,Phylloscopus canariensis,Canary Islands Chiffchaff,LC,LC,4.116802,0.879476,3.136116,5.201678,1.63253,0.630993,1.419757,1.82482
8185,ANSERIFORMES,Anatidae,Anas hottentota,Hottentot Teal,LC,LC,4.116675,1.659164,2.416184,6.326666,1.632505,0.978012,1.228524,1.991521
8186,PASSERIFORMES,Rhinocryptidae,Scytalopus micropterus,Long-tailed Tapaculo,LC,LC,4.115328,1.471281,2.687925,6.211554,1.632242,0.904737,1.305064,1.975684
8187,PASSERIFORMES,Hirundinidae,Progne elegans,Southern Martin,LC,LC,4.113931,0.973006,3.037074,5.295893,1.631968,0.679558,1.39552,1.839897
8188,PASSERIFORMES,Cisticolidae,Cisticola guinea,Dorst's Cisticola,LC,LC,4.111948,2.582888,2.244294,8.640745,1.63158,1.276169,1.176898,2.265998
8189,PASSERIFORMES,Sylviidae,Phylloscopus sindianus,Mountain Chiffchaff,LC,LC,4.11193,0.887447,3.118653,5.201172,1.631577,0.635225,1.415526,1.824738
8190,APODIFORMES,Trochilidae,Phaethornis hispidus,White-bearded Hermit,LC,LC,4.111928,0.606751,3.259823,4.833231,1.631577,0.474214,1.449228,1.763571
8191,APODIFORMES,Trochilidae,Phaethornis bourcieri,Straight-billed Hermit,LC,LC,4.111928,0.605656,3.260198,4.833231,1.631577,0.473532,1.449316,1.763571
8192,PASSERIFORMES,Monarchidae,Myiagra inquieta,Restless Flycatcher,LC,LC,4.107958,2.134445,2.272774,7.02099,1.6308,1.142452,1.185638,2.082062
8193,PASSERIFORMES,Pycnonotidae,Pycnonotus leucogenys,Himalayan Bulbul,LC,LC,4.107296,1.169002,2.824019,5.512017,1.63067,0.774267,1.341302,1.873649
8194,PICIFORMES,Picidae,Campephilus rubricollis,Red-necked Woodpecker,LC,LC,4.106267,1.177776,2.852649,5.679757,1.630469,0.778304,1.348761,1.899082
8195,PASSERIFORMES,Sylviidae,Acrocephalus baeticatus,African Reed Warbler,,LC,4.105373,1.268357,2.815379,5.566854,1.630294,0.819056,1.33904,1.882035
8196,PASSERIFORMES,Thamnophilidae,Herpsilochmus sticturus,Spot-tailed Antwren,LC,LC,4.105259,1.882989,2.436125,6.860897,1.630271,1.058828,1.234344,2.061901
8197,PASSERIFORMES,Laniidae,Lanius schach,Long-tailed Shrike,LC,LC,4.104191,1.176788,2.722382,5.53759,1.630062,0.77785,1.314364,1.877569
8198,PASSERIFORMES,Estrildidae,Spermophaga haematina,Western Bluebill,LC,LC,4.103144,1.928111,2.367503,7.128459,1.629857,1.074357,1.214172,2.095371
8199,PASSERIFORMES,Sturnidae,Basilornis corythaix,Long-crested Myna,LC,LC,4.102338,1.701961,2.648149,6.484157,1.629699,0.993978,1.29422,2.012788
8200,APODIFORMES,Trochilidae,Eriocnemis vestita,Glowing Puffleg,LC,LC,4.100763,0.759142,3.173684,5.010797,1.62939,0.564826,1.428799,1.793557
8201,PASSERIFORMES,Sylviidae,Acrocephalus scirpaceus,Eurasian Reed-warbler,LC,LC,4.099275,1.270182,2.810902,5.566854,1.629098,0.81986,1.337866,1.882035
8202,APODIFORMES,Trochilidae,Goldmania violiceps,Violet-capped Hummingbird,LC,LC,4.094581,3.062248,2.073023,8.897926,1.628178,1.401736,1.122662,2.292325
8203,PSITTACIFORMES,Psittacidae,Amazona albifrons,White-fronted Amazon,LC,LC,4.093627,1.344712,2.596386,5.919326,1.62799,0.852163,1.27993,1.934318
8204,PASSERIFORMES,Parulidae,Myioborus miniatus,Slate-throated Redstart,LC,LC,4.09224,1.013126,2.900695,5.333699,1.627718,0.699689,1.361155,1.845884
8205,PASSERIFORMES,Timaliidae,Macronous striaticeps,Brown Tit-babbler,LC,LC,4.090361,2.195026,2.255659,7.80447,1.627349,1.161595,1.180395,2.17526
8206,CHARADRIIFORMES,Laridae,Sterna hirundo,Common Tern,LC,LC,4.089851,0.938258,2.78384,5.349276,1.627249,0.66179,1.330739,1.848341
8207,PASSERIFORMES,Parulidae,Geothlypis aequinoctialis,Masked Yellowthroat,LC,LC,4.089359,1.64848,2.382922,5.838147,1.627152,0.973986,1.21874,1.922517
8208,PASSERIFORMES,Icteridae,Molothrus rufoaxillaris,Screaming Cowbird,LC,LC,4.086769,1.371075,2.521363,5.74391,1.626643,0.863343,1.258848,1.90864
8209,PASSERIFORMES,Thraupidae,Tangara parzudakii,Flame-faced Tanager,LC,LC,4.085685,1.31825,2.621927,5.845024,1.62643,0.840812,1.287006,1.923522
8210,PASSERIFORMES,Corvidae,Corvus frugilegus,Rook,LC,LC,4.085263,1.995789,2.315616,6.54543,1.626347,1.097208,1.198644,2.020942
8211,PICIFORMES,Picidae,Picumnus albosquamatus,White-wedged Piculet,LC,LC,4.084552,2.58937,2.105386,9.163513,1.626207,1.277977,1.133138,2.318804
8212,PASSERIFORMES,Dicruridae,Dicrurus forficatus,Crested Drongo,LC,LC,4.082329,0.984172,2.97231,5.277744,1.62577,0.685202,1.379348,1.837011
8213,GALLIFORMES,Cracidae,Ortalis wagleri,Rufous-bellied Chachalaca,LC,LC,4.080819,1.669137,2.725447,8.472813,1.625472,0.981755,1.315187,2.248426
8214,PASSERIFORMES,Tyrannidae,Attila spadiceus,Bright-rumped Attila,LC,LC,4.079695,1.255938,2.732752,5.792214,1.625251,0.813566,1.317146,1.915777
8215,PASSERIFORMES,Icteridae,Icterus spurius,Orchard Oriole,LC,LC,4.078913,1.134711,2.788708,5.542701,1.625097,0.758331,1.332025,1.87835
8216,PASSERIFORMES,Pipridae,Pipra chloromeros,Round-tailed Manakin,LC,LC,4.078342,2.124378,2.284471,7.562647,1.624985,1.139235,1.189206,2.147409
8217,PASSERIFORMES,Estrildidae,Spermophaga ruficapilla,Red-headed Bluebill,LC,LC,4.076222,1.909211,2.382952,6.990984,1.624567,1.067882,1.218749,2.078314
8218,FALCONIFORMES,Falconidae,Falco subbuteo,Eurasian Hobby,LC,LC,4.072536,0.729973,3.328429,5.068871,1.623841,0.548106,1.465205,1.803173
8219,PSITTACIFORMES,Psittacidae,Loriculus sclateri,Sula Hanging-parrot,LC,LC,4.065928,2.693807,2.267666,10.404573,1.622537,1.306658,1.184076,2.434014
8220,PASSERIFORMES,Thraupidae,Thraupis glaucocolpa,Glaucous Tanager,LC,LC,4.064172,2.163836,2.239508,7.359399,1.622191,1.151785,1.175421,2.123386
8221,PASSERIFORMES,Thraupidae,Tangara gyrola,Bay-headed Tanager,LC,LC,4.061114,1.247056,2.696137,5.6731,1.621587,0.809621,1.307288,1.898085
8222,PSITTACIFORMES,Psittacidae,Loriculus aurantiifrons,Orange-fronted Hanging-parrot,LC,LC,4.06057,2.680701,2.256195,10.560505,1.621479,1.303103,1.180559,2.447595
8223,PASSERIFORMES,Cisticolidae,Cisticola galactotes,Winding Cisticola,LC,LC,4.0593,2.018456,2.288079,6.666412,1.621228,1.104745,1.190303,2.036849
8224,PASSERIFORMES,Vireonidae,Vireo olivaceus,Red-eyed Vireo,LC,LC,4.05923,1.356528,2.604085,5.801878,1.621214,0.857189,1.282068,1.917199
8225,PASSERIFORMES,Parulidae,Basileuterus trifasciatus,Three-banded Warbler,LC,LC,4.059104,1.164442,2.680662,5.426029,1.621189,0.772162,1.303093,1.860357
8226,PASSERIFORMES,Thraupidae,Tangara lavinia,Rufous-winged Tanager,LC,LC,4.057911,1.260556,2.630606,5.667287,1.620954,0.815611,1.2894,1.897213
8227,PASSERIFORMES,Estrildidae,Spermophaga poliogenys,Grant's Bluebill,LC,LC,4.057025,1.904454,2.379478,7.034373,1.620778,1.066245,1.217721,2.083729
8228,PASSERIFORMES,Parulidae,Geothlypis poliocephala,Grey-crowned Yellowthroat,LC,LC,4.05546,1.770738,2.188837,5.847955,1.620469,1.019114,1.159656,1.92395
8229,PASSERIFORMES,Sylviidae,Bradypterus mandelli,Russet Bush-warbler,LC,LC,4.05276,1.279994,2.725824,5.60028,1.619935,0.824173,1.315288,1.887112
8230,PASSERIFORMES,Icteridae,Dives atroviolaceus,Cuban Blackbird,LC,LC,4.052366,1.607089,2.612418,6.851128,1.619857,0.958234,1.284377,2.060657
8231,PASSERIFORMES,Parulidae,Basileuterus tristriatus,Three-striped Warbler,LC,LC,4.050774,1.174738,2.635291,5.420209,1.619541,0.776908,1.290689,1.859451
8232,FALCONIFORMES,Falconidae,Falco cuvierii,African Hobby,LC,LC,4.050454,0.750181,3.275842,5.06714,1.619478,0.559719,1.452981,1.802887
8233,PASSERIFORMES,Emberizidae,Urothraupis stolzmanni,Black-backed Bush-finch,LC,LC,4.049977,2.48865,1.469311,8.090158,1.619384,1.249515,0.903939,2.207192
8234,PASSERIFORMES,Pipridae,Pipra cornuta,Scarlet-horned Manakin,LC,LC,4.04845,2.063356,2.299222,7.536781,1.619081,1.119511,1.193687,2.144384
8235,COLUMBIFORMES,Columbidae,Ducula pacifica,Pacific Imperial-pigeon,LC,LC,4.047565,1.13968,2.901325,5.364392,1.618906,0.760656,1.361316,1.850719
8236,PICIFORMES,Picidae,Melanerpes carolinus,Red-bellied Woodpecker,LC,LC,4.046741,1.375609,2.5462,5.851669,1.618743,0.865254,1.265877,1.924492
8237,PASSERIFORMES,Turdidae,Turdus olivater,Black-hooded Thrush,LC,LC,4.044111,1.081217,2.893613,5.499578,1.618221,0.732953,1.359338,1.871737
8238,PASSERIFORMES,Tyrannidae,Anairetes reguloides,Pied-crested Tit-tyrant,LC,LC,4.04042,1.201548,2.725592,5.687556,1.617489,0.789161,1.315226,1.900249
8239,PASSERIFORMES,Fringillidae,Carduelis atriceps,Black-capped Siskin,LC,LC,4.040385,2.303088,2.049641,7.897843,1.617483,1.194858,1.115024,2.185809
8240,PASSERIFORMES,Parulidae,Cardellina rubrifrons,Red-faced Warbler,LC,LC,4.03944,1.003,2.864003,5.277955,1.617295,0.694646,1.351704,1.837044
8241,PASSERIFORMES,Sylviidae,Bradypterus montis,Javan Bush-warbler,LC,LC,4.039422,1.280586,2.7218,5.602531,1.617291,0.824432,1.314207,1.887453
8242,PASSERIFORMES,Tyrannidae,Zimmerius improbus,Venezuelan Tyrannulet,LC,LC,4.038205,2.092572,2.332027,8.93171,1.61705,1.129003,1.203581,2.295733
8243,PASSERIFORMES,Timaliidae,Stachyris melanothorax,Crescent-chested Babbler,LC,LC,4.038128,2.401401,2.135008,8.27024,1.617035,1.224187,1.142632,2.226809
8244,APODIFORMES,Trochilidae,Lophornis chalybeus,Festive Coquette,LC,LC,4.037643,1.27373,2.698735,5.429604,1.616938,0.821422,1.307991,1.860913
8245,APODIFORMES,Trochilidae,Thalurania glaucopis,Violet-capped Woodnymph,LC,LC,4.036475,0.951418,2.834378,5.062555,1.616706,0.668556,1.344007,1.802131
8246,PASSERIFORMES,Tyrannidae,Anairetes nigrocristatus,Maranon Tit-tyrant,LC,LC,4.034894,1.209008,2.718221,5.690664,1.616393,0.792543,1.313245,1.900713
8247,PASSERIFORMES,Passeridae,Passer domesticus,House Sparrow,LC,LC,4.033652,1.11937,2.829412,5.587717,1.616146,0.751119,1.342711,1.885207
8248,APODIFORMES,Trochilidae,Heliangelus exortis,Tourmaline Sunangel,LC,LC,4.031824,0.537599,3.383169,4.696994,1.615783,0.430222,1.477772,1.739939
8249,APODIFORMES,Trochilidae,Heliangelus micraster,Little Sunangel,LC,LC,4.031559,0.537659,3.382089,4.696994,1.61573,0.430261,1.477526,1.739939
8250,PICIFORMES,Ramphastidae,Pteroglossus inscriptus,Lettered Aracari,LC,LC,4.030988,1.350528,2.588931,5.810583,1.615616,0.85464,1.277854,1.918478
8251,PICIFORMES,Ramphastidae,Pteroglossus viridis,Green Aracari,LC,LC,4.030988,1.350528,2.588931,5.810583,1.615616,0.85464,1.277854,1.918478
8252,ANSERIFORMES,Anatidae,Bucephala clangula,Common Goldeneye,LC,LC,4.030139,1.455851,2.519421,5.95804,1.615448,0.898474,1.258296,1.939898
8253,ANSERIFORMES,Anatidae,Bucephala islandica,Barrow's Goldeneye,LC,LC,4.030139,1.455851,2.519421,5.95804,1.615448,0.898474,1.258296,1.939898
8254,APODIFORMES,Trochilidae,Lophornis helenae,Black-crested Coquette,LC,LC,4.028821,1.883459,2.580625,7.989726,1.615185,1.05899,1.275537,2.196082
8255,PASSERIFORMES,Timaliidae,Stachyris thoracica,White-bibbed Babbler,LC,LC,4.02716,2.472797,2.126171,8.293108,1.614855,1.24496,1.139809,2.229273
8256,ANSERIFORMES,Anatidae,Amazonetta brasiliensis,Brazilian Teal,LC,LC,4.025047,1.496799,2.486856,5.999751,1.614435,0.91501,1.249001,1.945875
8257,PASSERIFORMES,Corvidae,Cyanocorax yucatanicus,Yucatan Jay,LC,LC,4.024958,0.997026,2.902277,5.269806,1.614417,0.691659,1.36156,1.835745
8258,PICIFORMES,Picidae,Dendrocopos moluccensis,Sunda Woodpecker,LC,LC,4.022038,1.328025,2.667562,5.919538,1.613836,0.84502,1.299527,1.934349
8259,PICIFORMES,Picidae,Dendrocopos cathpharius,Crimson-breasted Woodpecker,LC,LC,4.020676,2.273933,2.165355,8.740705,1.613565,1.185992,1.152265,2.276314
8260,GALLIFORMES,Cracidae,Ortalis superciliaris,Buff-browed Chachalaca,LC,LC,4.019486,1.573683,2.723973,8.117265,1.613328,0.945338,1.314791,2.21017
8261,PASSERIFORMES,Passeridae,Passer insularis,Socotra Sparrow,LC,LC,4.018565,1.181857,2.785274,5.63537,1.613144,0.780176,1.331118,1.892414
8262,PASSERIFORMES,Zosteropidae,Zosterops vellalavella,Banded White-eye,NT,NT,1.508615,0.627729,0.851234,2.231019,1.612878,1.180333,1.309,1.865945
8263,PICIFORMES,Picidae,Picoides villosus,Hairy Woodpecker,LC,LC,4.016702,1.138673,2.820926,5.520262,1.612773,0.760186,1.340493,1.874915
8264,PASSERIFORMES,Tyrannidae,Muscipipra vetula,Shear-tailed Grey-tyrant,LC,LC,4.016396,4.037397,1.473844,9.690645,1.612712,1.61689,0.905773,2.369369
8265,PASSERIFORMES,Thraupidae,Schistochlamys ruficapillus,Cinnamon Tanager,LC,LC,4.016221,1.182377,2.784933,5.53952,1.612677,0.780415,1.331028,1.877864
8266,PASSERIFORMES,Thraupidae,Schistochlamys melanopis,Black-faced Tanager,LC,LC,4.016221,1.182377,2.784933,5.53952,1.612677,0.780415,1.331028,1.877864
8267,PASSERIFORMES,Thamnophilidae,Thamnophilus divisorius,Acre Antshrike,LC,LC,4.015862,2.141398,2.404512,8.235674,1.612605,1.144668,1.225102,2.223074
8268,PASSERIFORMES,Thamnophilidae,Thamnophilus torquatus,Rufous-winged Antshrike,LC,LC,4.015199,0.894362,2.942883,5.050184,1.612473,0.638882,1.371912,1.800089
8269,APODIFORMES,Trochilidae,Lampornis castaneoventris,White-throated Mountain-gem,LC,LC,4.013345,0.455462,3.513966,4.611697,1.612103,0.375323,1.507176,1.724853
8270,APODIFORMES,Trochilidae,Lampornis calolaemus,Purple-throated Mountain-gem,LC,LC,4.013345,0.455462,3.513966,4.611697,1.612103,0.375323,1.507176,1.724853
8271,PASSERIFORMES,Thamnophilidae,Thamnophilus ruficapillus,Rufous-capped Antshrike,LC,LC,4.012301,0.906541,2.902525,5.053655,1.611895,0.645291,1.361624,1.800662
8272,PSITTACIFORMES,Psittacidae,Charmosyna papou,Papuan Lorikeet,LC,LC,4.008736,2.295118,2.13409,7.911506,1.611184,1.192442,1.142339,2.187343
8273,PICIFORMES,Picidae,Celeus grammicus,Scaly-breasted Woodpecker,LC,LC,4.008629,1.405228,2.474505,5.819615,1.611162,0.877645,1.245452,1.919803
8274,PASSERIFORMES,Pipridae,Corapipo altera,White-ruffed Manakin,LC,LC,4.008272,1.400207,2.575062,6.057235,1.611091,0.875555,1.273983,1.954053
8275,APODIFORMES,Trochilidae,Lophornis delattrei,Rufous-crested Coquette,LC,LC,4.0079,1.33825,2.690928,5.404074,1.611017,0.849403,1.305878,1.856934
8276,PASSERIFORMES,Pipridae,Corapipo leucorrhoa,White-bibbed Manakin,LC,LC,4.007646,1.40541,2.567417,6.04164,1.610966,0.87772,1.271842,1.951841
8277,PASSERIFORMES,Estrildidae,Lagonosticta nitidula,Brown Firefinch,LC,LC,4.006197,1.414864,2.524541,5.833487,1.610677,0.881643,1.25975,1.921835
8278,PASSERIFORMES,Pipridae,Corapipo gutturalis,White-throated Manakin,LC,LC,4.004653,1.410233,2.560668,6.021162,1.610368,0.879723,1.269948,1.948929
8279,PASSERIFORMES,Passeridae,Passer hispaniolensis,Spanish Sparrow,LC,LC,4.00434,1.161788,2.796329,5.593712,1.610305,0.770936,1.334034,1.886117
8280,PASSERIFORMES,Estrildidae,Lagonosticta rufopicta,Bar-breasted Firefinch,LC,LC,4.004168,1.414599,2.507431,5.837689,1.610271,0.881533,1.254884,1.92245
8281,PASSERIFORMES,Timaliidae,Actinodura ramsayi,Spectacled Barwing,LC,LC,3.999361,1.259121,2.620675,5.51284,1.60931,0.814976,1.286661,1.873776
8282,PASSERIFORMES,Emberizidae,Melospiza melodia,Song Sparrow,LC,LC,3.996303,1.209834,2.667604,5.687508,1.608698,0.792917,1.299538,1.900241
8283,PICIFORMES,Picidae,Dendrocopos atratus,Stripe-breasted Woodpecker,LC,LC,3.995885,2.280599,2.157332,8.264636,1.608615,1.188026,1.149727,2.226205
8284,PASSERIFORMES,Timaliidae,Actinodura egertoni,Rusty-fronted Barwing,LC,LC,3.995298,1.275849,2.618221,5.51284,1.608497,0.822353,1.285983,1.873776
8285,APODIFORMES,Trochilidae,Hylocharis cyanus,White-chinned Sapphire,LC,LC,3.995237,0.684896,2.952266,4.855874,1.608485,0.521704,1.374289,1.767445
8286,PASSERIFORMES,Monarchidae,Terpsiphone cinnamomea,Rufous Paradise-flycatcher,LC,LC,3.991993,1.912789,2.312078,6.67701,1.607835,1.069111,1.197576,2.03823
8287,APODIFORMES,Trochilidae,Lophornis adorabilis,White-crested Coquette,LC,LC,3.991468,1.810474,2.621983,7.907531,1.60773,1.033353,1.287022,2.186897
8288,PASSERIFORMES,Sylviidae,Sylvia deserticola,Tristram's Warbler,LC,LC,3.990637,1.226454,2.705676,5.590749,1.607564,0.80041,1.309866,1.885667
8289,PASSERIFORMES,Campephagidae,Coracina melaschistos,Black-winged Cuckooshrike,LC,LC,3.990356,0.946771,2.937647,5.172423,1.607507,0.666172,1.370583,1.820091
8290,GALLIFORMES,Phasianidae,Francolinus afer,Red-necked Spurfowl,LC,LC,3.990031,1.485892,2.472629,5.94394,1.607442,0.910632,1.244912,1.937869
8291,APODIFORMES,Trochilidae,Damophila julie,Violet-bellied Hummingbird,LC,LC,3.989466,0.662864,3.001852,4.814448,1.607329,0.508542,1.386757,1.760346
8292,PSITTACIFORMES,Psittacidae,Loriculus vernalis,Vernal Hanging-parrot,LC,LC,3.987139,2.698785,2.240234,10.961164,1.606862,1.308004,1.175646,2.481665
8293,PASSERIFORMES,Emberizidae,Pipilo chlorurus,Green-tailed Towhee,LC,LC,3.98496,1.286327,2.626738,5.705929,1.606425,0.826947,1.288334,1.902992
8294,PASSERIFORMES,Campephagidae,Coracina leucopygia,White-rumped Cuckooshrike,LC,LC,3.981697,0.972235,2.928158,5.152694,1.605771,0.679168,1.36817,1.81689
8295,PICIFORMES,Picidae,Picumnus exilis,Golden-spangled Piculet,LC,LC,3.981468,1.666489,2.351269,6.14793,1.605725,0.980763,1.209339,1.966823
