EDGE Rank,Order,Family,Species,Common Name,IUCN Category,Assigned IUCN2012,ED Score,ED IQR,ED 05Percentile,ED 95Percentile,EDGE Score,EDGE IQR,EDGE 05Percentile,EDGE 95Percentile
1889,GALLIFORMES,Phasianidae,Francolinus harwoodi,Harwood's Francolin,VU,VU,3.658952,2.092373,2.107306,8.358583,2.925085,2.515233,2.52005,3.622588
1890,ACCIPITRIFORMES,Accipitridae,Megatriorchis doriae,Doria's Goshawk,NT,NT,8.317421,5.184315,4.478388,17.003939,2.925033,2.515163,2.393958,3.583738
1891,CORACIIFORMES,Momotidae,Aspatha gularis,Blue-throated Motmot,LC,LC,17.601825,8.783449,10.259474,33.000473,2.92326,2.280692,2.42121,3.526374
1892,PASSERIFORMES,Icteridae,Cacicus koepckeae,Selva Cacique,VU,VU,3.646263,1.66994,2.175842,6.230035,2.922358,2.36835,2.541867,3.364538
1893,PASSERIFORMES,Certhiidae,Certhia tianquanensis,Sichuan Treecreeper,NT,NT,8.283093,1.503071,6.671088,10.249873,2.921342,1.610666,2.730606,3.113504
1894,PASSERIFORMES,Muscicapidae,Saxicola gutturalis,White-bellied Bushchat,NT,NT,8.271124,2.356357,5.344387,11.188651,2.920052,1.904003,2.540718,3.193652
1895,GALLIFORMES,Cracidae,Crax alector,Black Curassow,VU,VU,3.635285,0.654175,2.878835,4.439979,2.919992,1.889597,2.741829,3.08007
1896,COLUMBIFORMES,Columbidae,Ocyphaps lophotes,Crested Pigeon,LC,LC,17.540163,2.975216,14.854097,20.646274,2.919939,1.380079,2.763428,3.074833
1897,CAPRIMULGIFORMES,Caprimulgidae,Eleothreptus anomalus,Sickle-winged Nightjar,NT,NT,8.259095,1.749572,6.2181,10.700041,2.918754,1.704593,2.669739,3.15274
1898,PASSERIFORMES,Sylviidae,Macrosphenus kretschmeri,Kretschmer's Longbill,LC,LC,17.5179,8.862108,10.080149,28.830373,2.918738,2.2887,2.405155,3.395527
1899,PASSERIFORMES,Fringillidae,Vestiaria coccinea,Iiwi,VU,VU,3.625947,0.796296,2.758663,4.678012,2.917975,1.972021,2.710358,3.122895
1900,MUSOPHAGIFORMES,Musophagidae,Tauraco schalowi,Schalow's Turaco,LC,LC,17.503421,5.288862,12.267734,25.197377,2.917956,1.83878,2.585335,3.265659
1901,CUCULIFORMES,Cuculidae,Coua cristata,Crested Coua,LC,LC,17.49498,3.374524,13.9466,21.402609,2.917499,1.475798,2.704484,3.109177
1902,MUSOPHAGIFORMES,Musophagidae,Tauraco hartlaubi,Hartlaub's Turaco,LC,LC,17.489765,5.26146,12.283765,25.186057,2.917217,1.834413,2.586543,3.265227
1903,PSITTACIFORMES,Psittacidae,Amazona brasiliensis,Red-tailed Amazon,VU,VU,3.620173,1.152072,2.398721,5.242476,2.916726,2.152725,2.609693,3.217671
1904,PELECANIFORMES,Ardeidae,Bubulcus ibis,Cattle Egret,LC,LC,17.480288,4.878822,10.910814,23.155931,2.916705,1.771356,2.477447,3.18453
1905,PASSERIFORMES,Petroicidae,Eugerygone rubra,Garnet Robin,LC,LC,17.474929,3.402311,13.47478,22.106064,2.916415,1.48213,2.672408,3.140095
1906,PROCELLARIIFORMES,Procellariidae,Puffinus griseus,Sooty Shearwater,NT,NT,8.23263,1.789134,6.023004,10.310257,2.915891,1.718878,2.642338,3.118857
1907,CUCULIFORMES,Cuculidae,Coccyzus erythropthalmus,Black-billed Cuckoo,LC,LC,17.463926,3.88952,13.685811,21.918508,2.915819,1.587094,2.686882,3.131945
1908,PSITTACIFORMES,Psittacidae,Amazona guildingii,St Vincent Amazon,VU,VU,3.613772,1.155772,2.395304,5.244078,2.91534,2.154443,2.608688,3.217928
1909,PSITTACIFORMES,Psittacidae,Aratinga euops,Cuban Parakeet,VU,VU,3.613481,2.133026,1.940045,7.156025,2.915277,2.528294,2.464719,3.485051
1910,PASSERIFORMES,Petroicidae,Eopsaltria flaviventris,Yellow-bellied Robin,LC,LC,17.453278,6.374054,10.504274,22.968825,2.915242,1.997968,2.442719,3.176754
1911,PASSERIFORMES,Sylviidae,Acrocephalus sechellensis,Seychelles Warbler,VU,VU,3.611673,1.148193,2.455845,5.022102,2.914885,2.150922,2.626361,3.181731
1912,PSITTACIFORMES,Psittacidae,Charmosyna palmarum,Palm Lorikeet,VU,VU,3.610514,1.961062,1.989196,6.911184,2.914634,2.471842,2.481299,3.454572
1913,PROCELLARIIFORMES,Procellariidae,Pagodroma nivea,Snow Petrel,LC,LC,17.429449,3.444704,14.150162,21.882561,2.91395,1.491713,2.718011,3.130375
1914,PSITTACIFORMES,Psittacidae,Eunymphicus cornutus,Horned Parakeet,VU,VU,3.60587,1.188902,2.370656,5.28409,2.913626,2.169694,2.601402,3.224315
1915,PASSERIFORMES,Climacteridae,Cormobates leucophaea,White-throated Treecreeper,LC,LC,17.422808,6.475478,11.870451,27.677304,2.913589,2.011628,2.554934,3.356106
1916,ACCIPITRIFORMES,Accipitridae,Accipiter haplochrous,White-bellied Goshawk,NT,NT,8.210317,5.360327,4.307628,17.227946,2.913471,2.543227,2.362292,3.596103
1917,PASSERIFORMES,Troglodytidae,Hylorchilus sumichrasti,Sumichrast's Wren,NT,NT,8.206594,2.326852,6.137199,11.431526,2.913067,1.895174,2.658468,3.213383
1918,ANSERIFORMES,Anatidae,Malacorhynchus membranaceus,Pink-eared Duck,LC,LC,17.375948,7.010926,9.989583,26.421165,2.911043,2.080806,2.396948,3.311315
1919,PSITTACIFORMES,Psittacidae,Aratinga chloroptera,Hispaniolan Parakeet,VU,VU,3.583145,2.15966,1.872456,7.290172,2.90868,2.536759,2.441462,3.501365
1920,PROCELLARIIFORMES,Procellariidae,Thalassoica antarctica,Antarctic Petrel,LC,LC,17.322362,3.21786,14.131117,21.449933,2.908122,1.439328,2.716753,3.111288
1921,PASSERIFORMES,Muscicapidae,Enicurus ruficapillus,Chestnut-naped Forktail,NT,NT,8.154184,2.844387,4.818842,11.284083,2.907358,2.039761,2.454249,3.201452
1922,PASSERIFORMES,Zosteropidae,Zosterops luteirostris,Splendid White-eye,EN,EN,1.288296,0.449642,0.793816,1.846024,2.907249,2.450758,2.663787,3.125364
1923,PASSERIFORMES,Alaudidae,Ammomanes grayi,Gray's Lark,LC,LC,17.289731,6.610458,9.464615,23.370551,2.90634,2.029523,2.348,3.193375
1924,PASSERIFORMES,Prunellidae,Prunella fagani,Yemen Accentor,NT,NT,8.137493,5.812371,4.439037,19.38444,2.905533,2.611887,2.386749,3.707919
1925,BUCEROTIFORMES,Bucerotidae,Anorrhinus galeritus,Bushy-crested Hornbill,LC,LC,17.262037,5.457833,11.995183,25.159079,2.904824,1.865294,2.564579,3.264196
1926,SPHENISCIFORMES,Spheniscidae,Pygoscelis antarcticus,Chinstrap Penguin,LC,LC,17.259013,2.682441,14.278668,21.126982,2.904659,1.303576,2.726458,3.096798
1927,SPHENISCIFORMES,Spheniscidae,Aptenodytes patagonicus,King Penguin,LC,LC,17.239289,2.781675,14.201106,21.295043,2.903578,1.330167,2.721368,3.104364
1928,PASSERIFORMES,Nectariniidae,Aethopyga linaraborae,Lina's Sunbird,NT,NT,8.117252,4.292943,4.724407,14.874525,2.903316,2.359522,2.437886,3.457863
1929,ACCIPITRIFORMES,Accipitridae,Accipiter henstii,Henst's Goshawk,NT,NT,8.10134,4.917275,4.289248,15.839731,2.901569,2.471023,2.358823,3.516888
1930,PASSERIFORMES,Colluricinclidae,Pitohui ferrugineus,Rusty Pitohui,LC,LC,17.151353,3.893307,12.995837,22.148405,2.898745,1.587868,2.63876,3.141926
1931,GALLIFORMES,Megapodiidae,Talegalla cuvieri,Red-billed Brush-turkey,LC,LC,17.145142,7.114996,10.962262,28.069201,2.898403,2.093714,2.481757,3.369679
1932,PASSERIFORMES,Corvidae,Cyanopica cyanus,Azure-winged Magpie,LC,LC,17.139718,3.832128,12.709226,21.754382,2.898104,1.575287,2.618069,3.124758
1933,PASSERIFORMES,Pycnonotidae,Nicator gularis,Eastern Nicator,LC,LC,17.135789,7.16421,12.498986,29.272271,2.897887,2.09976,2.602615,3.410232
1934,CHARADRIIFORMES,Laridae,Rynchops flavirostris,African Skimmer,NT,NT,8.065863,3.061201,5.187971,13.949814,2.897663,2.094626,2.515754,3.397846
1935,PASSERIFORMES,Pittidae,Pitta megarhyncha,Mangrove Pitta,NT,NT,8.051876,4.988991,4.557675,17.395126,2.896119,2.48307,2.408327,3.605233
1936,PICIFORMES,Picidae,Xiphidiopicus percussus,Cuban Green Woodpecker,LC,LC,17.097532,6.137175,11.17857,25.262248,2.895776,1.965317,2.499678,3.268132
1937,CHARADRIIFORMES,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,LC,LC,17.0769,4.985737,10.315673,22.788894,2.894635,1.78938,2.426189,3.169219
1938,APODIFORMES,Trochilidae,Patagona gigas,Giant Hummingbird,LC,LC,17.052106,3.21181,9.516575,19.869348,2.893262,1.437892,2.352953,3.038281
1939,ACCIPITRIFORMES,Accipitridae,Accipiter collaris,Semicollared Hawk,NT,NT,8.024357,4.811689,4.513784,16.147858,2.893074,2.453018,2.400398,3.53502
1940,PASSERIFORMES,Pittidae,Pitta dohertyi,Sula Pitta,NT,NT,8.009133,4.905471,4.512705,17.768403,2.891386,2.469026,2.400203,3.625322
1941,GALLIFORMES,Megapodiidae,Talegalla fuscirostris,Black-billed Brush-turkey,LC,LC,17.017178,7.301494,11.014732,28.27865,2.891326,2.116435,2.486134,3.376859
1942,APODIFORMES,Apodidae,Cypsiurus parvus,African Palm-swift,LC,LC,17.014094,2.956365,13.640224,20.96976,2.891154,1.375326,2.683773,3.089667
1943,APODIFORMES,Apodidae,Cypsiurus balasiensis,Asian Palm-swift,LC,LC,17.014094,2.956365,13.640224,20.96976,2.891154,1.375326,2.683773,3.089667
1944,PASSERIFORMES,Thraupidae,Dacnis hartlaubi,Turquoise Dacnis,VU,VU,3.501462,1.805599,1.987634,6.428497,2.890697,2.417911,2.480776,3.391618
1945,APODIFORMES,Trochilidae,Eupherusa poliocerca,White-tailed Hummingbird,VU,VU,3.501386,1.153935,2.594892,5.596846,2.89068,2.153591,2.665808,3.272886
1946,CHARADRIIFORMES,Scolopacidae,Philomachus pugnax,Ruff,LC,LC,16.981261,2.666001,13.647862,20.829565,2.88933,1.299101,2.684294,3.083265
1947,ACCIPITRIFORMES,Accipitridae,Melierax gabar,Gabar Goshawk,LC,LC,16.971548,6.176158,10.429118,21.75309,2.88879,1.970764,2.436164,3.124701
1948,PASSERIFORMES,Monarchidae,Monarcha julianae,Black-backed Monarch,VU,VU,3.49122,2.185948,1.568654,7.184077,2.888419,2.545044,2.329676,3.488485
1949,GALLIFORMES,Megapodiidae,Talegalla jobiensis,Brown-collared Brush-turkey,LC,LC,16.956688,7.113947,10.956753,28.004106,2.887963,2.093584,2.481296,3.367437
1950,PODICIPEDIFORMES,Podicipedidae,Podiceps nigricollis,Black-necked Grebe,LC,LC,16.956583,6.670789,9.650697,26.413313,2.887957,2.037419,2.365625,3.311029
1951,PASSERIFORMES,Pycnonotidae,Hypsipetes olivaceus,Mauritius Black Bulbul,VU,VU,3.488586,0.729327,2.693703,4.428267,2.887832,1.934027,2.692924,3.077914
1952,SPHENISCIFORMES,Spheniscidae,Eudyptula minor,Little Penguin,LC,LC,16.937533,2.84482,13.774892,21.00551,2.886895,1.346727,2.692929,3.091293
1953,CHARADRIIFORMES,Scolopacidae,Limicola falcinellus,Broad-billed Sandpiper,LC,LC,16.928301,2.710912,13.279827,20.784484,2.886381,1.311278,2.658848,3.081198
1954,PASSERIFORMES,Zosteropidae,Zosterops modestus,Seychelles White-eye,EN,EN,1.237121,0.426008,0.782854,1.781589,2.884631,2.43432,2.657657,3.102464
1955,PASSERIFORMES,Orthonychidae,Melampitta lugubris,Lesser Melampitta,LC,LC,16.889969,3.798836,12.516435,21.519309,2.88424,1.568373,2.603906,3.114373
1956,PASSERIFORMES,Orthonychidae,Melampitta gigantea,Greater Melampitta,LC,LC,16.889969,3.798836,12.516435,21.519309,2.88424,1.568373,2.603906,3.114373
1957,PASSERIFORMES,Dendrocolaptidae,Dendrocolaptes hoffmannsi,Hoffmanns's Woodcreeper,VU,VU,3.472227,1.434519,2.274935,5.943811,2.884181,2.276043,2.572592,3.324145
1958,CHARADRIIFORMES,Scolopacidae,Limnodromus griseus,Short-billed Dowitcher,LC,LC,16.887928,4.212986,11.930903,22.222867,2.884126,1.651153,2.55962,3.145137
1959,PASSERIFORMES,Turdidae,Turdus olivaceofuscus,Sao Tome Thrush,NT,NT,7.941375,2.118967,5.635249,10.673543,2.883837,1.830649,2.585543,3.150472
1960,PELECANIFORMES,Ardeidae,Ixobrychus sturmii,Dwarf Bittern,LC,LC,16.868824,6.615814,11.558442,26.407469,2.883058,2.030227,2.530393,3.310816
1961,PSITTACIFORMES,Psittacidae,Amazona barbadensis,Yellow-shouldered Amazon,VU,VU,3.465522,1.151634,2.258496,5.045095,2.88268,2.152522,2.56756,3.185542
1962,PASSERIFORMES,Parulidae,Basileuterus ignotus,Pirre Warbler,VU,VU,3.465512,1.563131,2.12029,5.887736,2.882678,2.327524,2.52422,3.316037
1963,ACCIPITRIFORMES,Accipitridae,Erythrotriorchis buergersi,Chestnut-shouldered Goshawk,DD,NT,7.923787,4.30836,4.347233,14.484704,2.881868,2.36243,2.369726,3.433
1964,ACCIPITRIFORMES,Accipitridae,Erythrotriorchis radiatus,Red Goshawk,NT,NT,7.923787,4.30836,4.347233,14.484704,2.881868,2.36243,2.369726,3.433
1965,PASSERIFORMES,Pittidae,Pitta ussheri,Black-headed Pitta,NT,NT,7.923294,4.806416,4.537791,17.959317,2.881812,2.452111,2.404743,3.635443
1966,OTIDIFORMES,Otididae,Eupodotis ruficrista,Red-crested Bustard,LC,LC,16.84624,4.333923,12.154787,22.461803,2.881793,1.674087,2.576786,3.155374
1967,PASSERIFORMES,Oriolidae,Oriolus xanthonotus,Dark-throated Oriole,NT,NT,7.92203,2.397175,5.207715,11.012301,2.881671,1.916091,2.51894,3.179078
1968,CUCULIFORMES,Cuculidae,Centropus milo,Buff-headed Coucal,LC,LC,16.835923,3.618538,12.558939,21.175372,2.881215,1.530078,2.607046,3.098982
1969,CICONIIFORMES,Ciconiidae,Ciconia abdimii,Abdim's Stork,LC,LC,16.833612,3.574817,13.019948,21.933496,2.881085,1.520567,2.640481,3.132599
1970,CHARADRIIFORMES,Scolopacidae,Gallinago media,Great Snipe,NT,NT,7.91296,2.886322,4.929492,11.701633,2.880654,2.05061,2.473086,3.234878
1971,CICONIIFORMES,Ciconiidae,Mycteria americana,Wood Stork,LC,LC,16.820573,3.793026,12.899527,22.296921,2.880354,1.567162,2.631855,3.148321
1972,ACCIPITRIFORMES,Accipitridae,Accipiter poliogaster,Gray-bellied Hawk,NT,NT,7.909388,4.740941,4.228205,16.384877,2.880253,2.44077,2.347215,3.548748
1973,ACCIPITRIFORMES,Accipitridae,Accipiter madagascariensis,Madagascar Sparrowhawk,NT,NT,7.908732,4.929543,4.219172,16.285836,2.880179,2.473094,2.345486,3.543035
1974,PASSERIFORMES,Corvidae,Corvus leucognaphalus,White-necked Crow,VU,VU,3.452268,2.273558,1.808123,7.439439,2.879708,2.572172,2.418811,3.51921
1975,PICIFORMES,Picidae,Nesoctites micromegas,Antillean Piculet,LC,LC,16.806947,4.551319,11.794391,22.733785,2.879589,1.714036,2.549007,3.1669
1976,PASSERIFORMES,Meliphagidae,Acanthorhynchus tenuirostris,Eastern Spinebill,LC,LC,16.80393,4.38174,11.869648,21.994902,2.879419,1.683012,2.554872,3.135273
1977,PASSERIFORMES,Meliphagidae,Acanthorhynchus superciliosus,Western Spinebill,LC,LC,16.80393,4.38174,11.869648,21.994902,2.879419,1.683012,2.554872,3.135273
1978,ANSERIFORMES,Anatidae,Branta sandvicensis,Hawaiian Goose,VU,VU,3.447614,1.281591,2.133502,5.26976,2.878662,2.211167,2.528445,3.222032
1979,PASSERIFORMES,Pycnonotidae,Alophoixus finschii,Finsch's Bulbul,NT,NT,7.893976,3.739375,5.062685,14.572896,2.878521,2.249053,2.4953,3.438679
1980,PASSERIFORMES,Thraupidae,Dacnis berlepschi,Scarlet-breasted Dacnis,VU,VU,3.446131,1.877124,1.946103,6.553104,2.878329,2.443086,2.466778,3.408253
1981,PASSERIFORMES,Muscicapidae,Erithacus komadori,Ryukyu Robin,NT,NT,7.888238,1.962681,5.724838,10.37972,2.877876,1.779242,2.598955,3.12498
1982,PASSERIFORMES,Muscicapidae,Sheppardia gunningi,East Coast Akalat,NT,NT,7.877818,2.117275,5.198559,10.505025,2.876703,1.830107,2.517464,3.135931
1983,PASSERIFORMES,Formicariidae,Grallaricula lineifrons,Crescent-faced Antpitta,NT,NT,7.874195,4.040273,4.553459,14.255025,2.876295,2.310607,2.407568,3.418056
1984,PICIFORMES,Indicatoridae,Indicator archipelagicus,Malaysian Honeyguide,NT,NT,7.873683,4.995164,4.072469,17.348667,2.876237,2.4841,2.316975,3.602704
1985,PASSERIFORMES,Alaudidae,Chersomanes albofasciata,Spike-heeled Lark,LC,LC,16.724159,3.868037,10.18307,21.456862,2.874929,1.582691,2.414401,3.111596
1986,CUCULIFORMES,Cuculidae,Coua reynaudii,Red-fronted Coua,LC,LC,16.71383,3.273602,13.389066,20.498222,2.874346,1.452457,2.666469,3.06797
1987,CORACIIFORMES,Alcedinidae,Actenoides concretus,Rufous-collared Kingfisher,NT,NT,7.850757,3.532927,4.815717,12.372006,2.87365,2.204515,2.453711,3.286311
1988,PASSERIFORMES,Vangidae,Xenopirostris polleni,Pollen's Vanga,NT,NT,7.846623,3.646496,4.609653,13.623393,2.873183,2.229261,2.417636,3.37577
1989,CHARADRIIFORMES,Scolopacidae,Limnodromus scolopaceus,Long-billed Dowitcher,LC,LC,16.691667,4.424982,11.555583,22.138316,2.873094,1.691015,2.530165,3.14149
1990,GRUIFORMES,Rallidae,Himantornis haematopus,Nkulengu Rail,LC,LC,16.686054,10.7295,7.617279,29.289674,2.872776,2.462107,2.153769,3.410807
1991,ACCIPITRIFORMES,Accipitridae,Geranospiza caerulescens,Crane Hawk,LC,LC,16.68477,2.761226,13.37305,19.870369,2.872704,1.324745,2.665355,3.03833
1992,PASSERIFORMES,Colluricinclidae,Colluricincla megarhyncha,Little Shrike-thrush,LC,LC,16.680185,3.849383,12.597319,21.615294,2.872445,1.578852,2.609873,3.118626
1993,COLUMBIFORMES,Columbidae,Columba junoniae,White-tailed Laurel Pigeon,NT,NT,7.83961,4.181595,4.280727,14.842679,2.87239,2.33826,2.357211,3.455855
1994,PASSERIFORMES,Tyrannidae,Colorhamphus parvirostris,Patagonian Tyrant,LC,LC,16.677648,4.52267,10.688208,22.397611,2.872301,1.708861,2.45858,3.152634
1995,PASSERIFORMES,Thraupidae,Hemispingus goeringi,Slaty-backed Hemispingus,VU,VU,3.413898,1.789483,1.912773,6.338233,2.871053,2.412151,2.4554,3.379392
1996,CHARADRIIFORMES,Recurvirostridae,Cladorhynchus leucocephalus,Banded Stilt,LC,LC,16.652804,3.425233,12.712787,21.352807,2.870895,1.487323,2.618329,3.106952
1997,PICIFORMES,Galbulidae,Brachygalba albogularis,White-throated Jacamar,LC,LC,16.645396,8.245256,9.743733,30.34236,2.870475,2.224111,2.374323,3.444971
1998,CHARADRIIFORMES,Scolopacidae,Numenius arquata,Eurasian Curlew,NT,NT,7.820327,1.262027,6.311434,9.555853,2.870206,1.509409,2.682587,3.049828
1999,PASSERIFORMES,Turdidae,Myadestes elisabeth,Cuban Solitaire,NT,NT,7.818957,2.40846,4.86529,10.637523,2.870051,1.919408,2.462199,3.147382
2000,PICIFORMES,Galbulidae,Brachygalba salmoni,Dusky-backed Jacamar,LC,LC,16.6273,8.349478,9.755256,30.813005,2.869449,2.235321,2.375395,3.459875
2001,PASSERIFORMES,Paradisaeidae,Epimachus bruijnii,Pale-billed Sicklebill,NT,NT,7.8117,1.827061,5.734426,10.094984,2.869228,1.732385,2.60038,3.09964
2002,APODIFORMES,Trochilidae,Ramphodon naevius,Saw-billed Hermit,NT,NT,7.807685,1.559154,5.321526,9.595053,2.868772,1.632824,2.537108,3.053534
2003,GRUIFORMES,Rallidae,Fulica cornuta,Horned Coot,NT,NT,7.805159,2.823558,4.977713,11.772685,2.868485,2.034329,2.481185,3.240456
2004,PASSERIFORMES,Formicariidae,Grallaricula loricata,Scallop-breasted Antpitta,NT,NT,7.802348,4.135625,4.445918,14.763704,2.868166,2.329349,2.388014,3.450857
2005,PELECANIFORMES,Threskiornithidae,Eudocimus albus,White Ibis,LC,LC,16.603094,4.100314,12.185653,21.976838,2.868075,1.629302,2.579129,3.134487
2006,PELECANIFORMES,Threskiornithidae,Eudocimus ruber,Scarlet Ibis,LC,LC,16.603094,4.100314,12.185653,21.976838,2.868075,1.629302,2.579129,3.134487
2007,COLUMBIFORMES,Columbidae,Reinwardtoena crassirostris,Crested Cuckoo-dove,NT,NT,7.801457,2.95079,5.31058,12.406375,2.868064,2.067063,2.535375,3.288878
2008,PSITTACIFORMES,Psittacidae,Amazona ventralis,Hispaniolan Amazon,VU,VU,3.400138,1.118821,2.23965,4.975215,2.86793,2.137154,2.56176,3.173914
2009,PICIFORMES,Ramphastidae,Eubucco versicolor,Versicoloured Barbet,NT,NT,7.799716,3.703334,4.598549,14.326898,2.867867,2.241419,2.415655,3.422756
2010,PASSERIFORMES,Timaliidae,Pteruthius xanthochlorus,Green Shrike-babbler,LC,LC,16.592205,4.136426,11.85617,21.806644,2.867456,1.636358,2.553824,3.127052
2011,PASSERIFORMES,Formicariidae,Grallaricula peruviana,Peruvian Antpitta,NT,NT,7.792486,4.17936,4.487561,14.901454,2.867045,2.337829,2.395631,3.459558
2012,CUCULIFORMES,Cuculidae,Neomorphus pucheranii,Red-billed Ground-cuckoo,LC,LC,16.577867,3.25762,13.008936,20.07285,2.866641,1.44871,2.639695,3.047985
2013,PASSERIFORMES,Machaerirhynchidae,Machaerirhynchus flaviventer,Yellow-breasted Boatbill,LC,LC,16.575246,5.423043,11.617093,24.918952,2.866491,1.859892,2.535052,3.254974
2014,PASSERIFORMES,Machaerirhynchidae,Machaerirhynchus nigripectus,Black-breasted Boatbill,LC,LC,16.575246,5.423043,11.617093,24.918952,2.866491,1.859892,2.535052,3.254974
2015,PASSERIFORMES,Melanocharitidae,Oedistoma pygmaeum,Pygmy Longbill,LC,LC,16.572662,6.840275,10.489323,26.241032,2.866344,2.059274,2.441418,3.304724
2016,PASSERIFORMES,Cotingidae,Xenopsaris albinucha,White-naped Xenopsaris,LC,LC,16.566566,4.362375,11.242561,22.161288,2.865997,1.679407,2.504918,3.142482
2017,PICIFORMES,Galbulidae,Brachygalba lugubris,Brown Jacamar,LC,LC,16.549398,8.050827,9.748236,30.299677,2.86502,2.202856,2.374742,3.443608
2018,PICIFORMES,Ramphastidae,Megalaima mystacophanos,Red-throated Barbet,NT,NT,7.771659,4.518031,3.953685,14.052205,2.864673,2.401168,2.293279,3.404672
2019,ACCIPITRIFORMES,Accipitridae,Accipiter nanus,Small Sparrowhawk,NT,NT,7.767425,4.76661,4.269793,16.195101,2.86419,2.445232,2.355138,3.537772
2020,PICIFORMES,Galbulidae,Brachygalba goeringi,Pale-headed Jacamar,LC,LC,16.533578,8.251496,9.751991,30.350473,2.864118,2.224785,2.375091,3.445229
2021,PASSERIFORMES,Cotingidae,Ampelioides tschudii,Scaled Fruiteater,LC,LC,16.528337,4.904837,10.883793,23.037504,2.863819,1.775772,2.475176,3.179615
2022,CORACIIFORMES,Alcedinidae,Chloroceryle amazona,Amazon Kingfisher,LC,LC,16.527619,3.272173,12.689823,20.654871,2.863778,1.452123,2.616653,3.07523
2023,PASSERIFORMES,Maluridae,Stipiturus ruficeps,Rufous-crowned Emuwren,LC,LC,16.503021,3.663606,12.619806,21.459877,2.862373,1.539789,2.611525,3.11173
2024,PICIFORMES,Indicatoridae,Indicator xanthonotus,Yellow-rumped Honeyguide,NT,NT,7.747649,5.164177,4.045388,17.74279,2.861932,2.511902,2.311622,3.623956
2025,PSITTACIFORMES,Psittacidae,Amazona finschi,Lilac-crowned Amazon,VU,VU,3.373043,1.05561,2.251092,4.870031,2.861753,2.106867,2.565285,3.156154
2026,PASSERIFORMES,Nectariniidae,Anthreptes rhodolaemus,Red-throated Sunbird,NT,NT,7.743978,4.049518,4.436246,14.121756,2.861512,2.31244,2.386236,3.409282
2027,CUCULIFORMES,Cuculidae,Neomorphus rufipennis,Rufous-winged Ground-cuckoo,LC,LC,16.469884,3.368006,12.685588,20.019748,2.860478,1.474307,2.616343,3.045462
2028,COLUMBIFORMES,Columbidae,Reinwardtoena browni,Pied Cuckoo-dove,NT,NT,7.734332,3.020653,5.295298,12.433983,2.860409,2.084592,2.53295,3.290935
2029,PASSERIFORMES,Muscicapidae,Culicicapa ceylonensis,Grey-headed Canary-flycatcher,LC,LC,16.461348,2.412351,13.325239,19.286099,2.85999,1.227401,2.662023,3.009936
2030,PASSERIFORMES,Muscicapidae,Culicicapa helianthea,Citrine Canary-flycatcher,LC,LC,16.461348,2.412351,13.325239,19.286099,2.85999,1.227401,2.662023,3.009936
2031,PASSERIFORMES,Hirundinidae,Progne sinaloae,Sinaloa Martin,VU,VU,3.361392,0.795524,2.561596,4.550213,2.859086,1.971591,2.656503,3.100131
2032,PASSERIFORMES,Campephagidae,Campochaera sloetii,Golden Cuckooshrike,LC,LC,16.443219,4.120826,9.614199,20.862131,2.858951,1.633316,2.362193,3.084756
2033,CHARADRIIFORMES,Jacanidae,Jacana spinosa,Northern Jacana,LC,LC,16.44136,2.23477,13.532499,19.693864,2.858844,1.173958,2.676387,3.029837
2034,CHARADRIIFORMES,Jacanidae,Jacana jacana,Wattled Jacana,LC,LC,16.44136,2.23477,13.532499,19.693864,2.858844,1.173958,2.676387,3.029837
2035,PASSERIFORMES,Melanocharitidae,Toxorhamphus iliolophus,Plumed Longbill,LC,LC,16.417241,6.626219,10.349468,25.79064,2.857461,2.031592,2.429171,3.288053
2036,CHARADRIIFORMES,Burhinidae,Burhinus capensis,Spotted Thick-knee,LC,LC,16.416005,5.127346,11.919849,23.491424,2.85739,1.812762,2.558765,3.198323
2037,PASSERIFORMES,Timaliidae,Ptilocichla leucogrammica,Bornean Wren-babbler,VU,VU,3.352919,2.31339,1.461863,7.200883,2.857141,2.584266,2.287213,3.490536
2038,CUCULIFORMES,Cuculidae,Centropus melanops,Black-faced Coucal,LC,LC,16.406999,3.75334,11.56484,20.778273,2.856872,1.558848,2.530902,3.080913
2039,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles minor,Common Nighthawk,LC,LC,16.403746,3.83698,10.996287,21.07002,2.856685,1.576291,2.484597,3.09422
2040,PASSERIFORMES,Timaliidae,Erpornis zantholeuca,White-bellied Yuhina,LC,LC,16.386904,4.374646,11.44685,22.139502,2.855717,1.681693,2.521468,3.141541
2041,PASSERIFORMES,Nectariniidae,Anthreptes reichenowi,Plain-backed Sunbird,NT,NT,7.68888,3.89984,4.426701,13.835904,2.855191,2.28235,2.384479,3.390197
2042,CUCULIFORMES,Cuculidae,Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,LC,LC,16.376674,3.03035,13.009463,19.746019,2.855129,1.393853,2.639733,3.032354
2043,TROGONIFORMES,Trogonidae,Trogon bairdii,Baird's Trogon,NT,NT,7.685162,1.275801,6.216361,9.399772,2.854763,1.515479,2.669498,3.034931
2044,PASSERIFORMES,Sylviidae,Melocichla mentalis,Moustached Grass-warbler,LC,LC,16.360416,5.836565,10.401587,23.949545,2.854193,1.922285,2.433753,3.216856
2045,PASSERIFORMES,Timaliidae,Ptilocichla falcata,Falcated Wren-babbler,VU,VU,3.336827,2.35972,1.475478,7.327695,2.853437,2.598152,2.292728,3.505881
