Family,Genus,Species,Common name,GE,ED,EDGE,ED Rank
Phasianidae,Pternistis,Pternistis natalensis,Natal Francolin,LC,3.044146,1.3972704034,9705
Phasianidae,Pternistis,Pternistis hildebrandti,Hildebrandt's Francolin,LC,3.058328,1.4007710661,9680
Phasianidae,Pternistis,Pternistis ahantensis,Ahanta Francolin,LC,3.833071,1.5754820834,8607
Phasianidae,Pternistis,Pternistis squamatus,Scaly Francolin,LC,3.902441,1.5897332443,8468
Phasianidae,Pternistis,Pternistis griseostriatus,Grey-striped Francolin,LC,3.878618,1.584861983,8501
Phasianidae,Pternistis,Pternistis leucoscepus,Yellow-necked Francolin,LC,3.669267,1.5410021,8842
Phasianidae,Pternistis,Pternistis rufopictus,Grey-breasted Francolin,LC,3.847286,1.5784189607,8586
Phasianidae,Pternistis,Pternistis afer,Red-necked Francolin,LC,3.990031,1.6074421222,8320
Phasianidae,Pternistis,Pternistis swainsonii,Swainson's Francolin,LC,3.724764,1.5528176126,8777
Phasianidae,Pternistis,Pternistis jacksoni,Jackson's Francolin,LC,3.878031,1.5847416548,8502
Phasianidae,Pternistis,Pternistis nobilis,Handsome Francolin,LC,3.796501,1.5678866938,8671
Phasianidae,Pternistis,Pternistis camerunensis,Mount Cameroon Francolin,EN,3.726642,3.6326565555,8775
Phasianidae,Pternistis,Pternistis swierstrai,Swierstra's Francolin,EN,3.78725,3.6453976755,8691
Phasianidae,Pternistis,Pternistis castaneicollis,Chestnut-naped Francolin,LC,5.9619243943,1.9404559296,5194
Phasianidae,Pternistis,Pternistis atrifrons,Black-fronted Francolin,LC,5.9619243943,1.9404559296,5194
Phasianidae,Pternistis,Pternistis erckelii,Erckel's Francolin,LC,4.629164,1.7279609409,7288
Phasianidae,Pternistis,Pternistis ochropectus,Djibouti Francolin,CR,3.943975,4.3707583857,8397
Phasianidae,Francolinus,Francolinus francolinus,Black Francolin,LC,7.5502909829,2.1459653155,3066
Phasianidae,Francolinus,Francolinus pictus,Painted Francolin,LC,6.1369146175,1.9652805566,4941
Phasianidae,Francolinus,Francolinus pintadeanus,Chinese Francolin,LC,8.2204181155,2.2214203853,2621
Phasianidae,Francolinus,Francolinus pondicerianus,Grey Francolin,LC,6.2104592321,1.975532643,4854
Phasianidae,Francolinus,Francolinus gularis,Swamp Francolin,VU,6.4431782791,3.3935923068,4503
Phasianidae,Dendroperdix,Dendroperdix sephaena,Crested Francolin,LC,8.7119520219,2.2733572942,2284
Phasianidae,Peliperdix,Peliperdix coqui,Coqui Francolin,LC,7.2597526318,2.1113946394,3418
Phasianidae,Peliperdix,Peliperdix albogularis,White-throated Francolin,LC,6.5282498573,2.0186625921,4405
Phasianidae,Peliperdix,Peliperdix schlegelii,Schlegel's Francolin,LC,6.5209045521,2.0176864169,4409
Phasianidae,Peliperdix,Peliperdix lathami,Forest Francolin,LC,7.1912772222,2.1030698347,3482
Phasianidae,Scleroptila,Scleroptila streptophora,Ring-necked Francolin,NT,4.645339,2.4239774295,7263
Phasianidae,Scleroptila,Scleroptila levaillantii,Red-winged Francolin,LC,3.461674,1.4955240319,9096
Phasianidae,Scleroptila,Scleroptila afra,Grey-winged Francolin,LC,4.493835,1.7036265545,7497
Phasianidae,Scleroptila,Scleroptila finschi,Finsch's Francolin,LC,5.4778773533,1.8683928878,5970
Phasianidae,Scleroptila,Scleroptila psilolaema,Moorland Francolin,NT,5.9619243943,2.6336031101,5194
Phasianidae,Scleroptila,Scleroptila elgonensis,Elgon Francolin,NT,5.9619243943,2.6336031101,5194
Phasianidae,Scleroptila,Scleroptila shelleyi,Shelley's Francolin,LC,4.731915,1.7460496808,7128
Phasianidae,Scleroptila,Scleroptila whytei,Whyte's Francolin,LC,5.9619243943,1.9404559296,5194
Phasianidae,Scleroptila,Scleroptila gutturalis,Orange River Francolin,LC,3.461697,1.4955291869,9095
Phasianidae,Bambusicola,Bambusicola fytchii,Mountain Bamboo-partridge,LC,7.3229675,2.1190188619,3356
Phasianidae,Bambusicola,Bambusicola thoracicus,Chinese Bamboo-partridge,LC,7.0788685833,2.0892518359,3600
Phasianidae,Bambusicola,Bambusicola sonorivox,Taiwan Bamboo-partridge,LC,7.3229675,2.1190188619,3356
Phasianidae,Gallus,Gallus gallus,Red Junglefowl,LC,4.768977,1.7524947684,7070
Phasianidae,Gallus,Gallus sonneratii,Grey Junglefowl,LC,5.491590125,1.8705075123,5949
Phasianidae,Gallus,Gallus lafayettii,Sri Lanka Junglefowl,LC,5.16352725,1.8186492192,6480
Phasianidae,Gallus,Gallus varius,Green Junglefowl,LC,4.768977,1.7524947684,7070
Phasianidae,Tetraophasis,Tetraophasis obscurus,Chestnut-throated Partridge,LC,6.3702691682,1.9974542277,4589
Phasianidae,Tetraophasis,Tetraophasis szechenyii,Buff-throated Partridge,LC,6.36726915,1.9970471016,4597
Phasianidae,Lophophorus,Lophophorus impejanus,Himalayan Monal,LC,6.1465889172,1.9666351684,4930
Phasianidae,Lophophorus,Lophophorus sclateri,Sclater's Monal,VU,6.3914356756,3.38661635,4561
Phasianidae,Lophophorus,Lophophorus lhuysii,Chinese Monal,VU,6.6944889803,3.4267987169,4106
Phasianidae,Tragopan,Tragopan melanocephalus,Western Tragopan,VU,5.664391422,3.2830730011,5623
Phasianidae,Tragopan,Tragopan satyra,Satyr Tragopan,NT,5.9705601553,2.6348427687,5184
Phasianidae,Tragopan,Tragopan blythii,Blyth's Tragopan,VU,6.0249132269,3.3357572242,5108
Phasianidae,Tragopan,Tragopan temminckii,Temminck's Tragopan,LC,5.4020273457,1.856614713,6098
Phasianidae,Tragopan,Tragopan caboti,Cabot's Tragopan,VU,5.6194357502,3.2763044933,5710
Phasianidae,Ithaginis,Ithaginis cruentus,Blood Pheasant,LC,11.9257630617,2.5592224563,1157
Phasianidae,Pucrasia,Pucrasia macrolopha,Koklass Pheasant,LC,9.3009031477,2.3322315756,1995
Phasianidae,Syrmaticus,Syrmaticus ellioti,Elliot's Pheasant,NT,3.807027,2.2632259863,8650
Phasianidae,Syrmaticus,Syrmaticus humiae,Mrs Hume's Pheasant,NT,3.807027,2.2632259863,8650
Phasianidae,Syrmaticus,Syrmaticus mikado,Mikado Pheasant,NT,4.910891,2.469943762,6825
Phasianidae,Syrmaticus,Syrmaticus soemmerringii,Copper Pheasant,NT,6.5159279842,2.7101716804,4411
Phasianidae,Syrmaticus,Syrmaticus reevesii,Reeves's Pheasant,VU,6.7946365377,3.4397302349,3914
Phasianidae,Chrysolophus,Chrysolophus pictus,Golden Pheasant,LC,4.98565,1.789364938,6720
Phasianidae,Chrysolophus,Chrysolophus amherstiae,Lady Amherst's Pheasant,LC,4.98565,1.789364938,6720
Phasianidae,Phasianus,Phasianus colchicus,Common Pheasant,LC,5.2791626753,1.8372366396,6294
Phasianidae,Phasianus,Phasianus versicolor,Green Pheasant,LC,5.2787893776,1.8371771876,6295
Phasianidae,Crossoptilon,Crossoptilon crossoptilon,White Eared-pheasant,NT,3.585964,2.216147515,8937
Phasianidae,Crossoptilon,Crossoptilon harmani,Tibetan Eared-pheasant,NT,3.729942,2.2470601208,8771
Phasianidae,Crossoptilon,Crossoptilon mantchuricum,Brown Eared-pheasant,VU,2.877207,2.7414094102,9869
Phasianidae,Crossoptilon,Crossoptilon auritum,Blue Eared-pheasant,LC,2.877219,1.3551181441,9868
Phasianidae,Catreus,Catreus wallichii,Cheer Pheasant,VU,6.1587298031,3.3546269245,4916
Phasianidae,Lophura,Lophura leucomelanos,Kalij Pheasant,LC,3.2156076592,1.4387937469,9404
Phasianidae,Lophura,Lophura nycthemera,Silver Pheasant,LC,3.2142541892,1.4384726337,9408
Phasianidae,Lophura,Lophura edwardsi,Edwards's Pheasant,CR,2.388085,3.9928535873,10307
Phasianidae,Lophura,Lophura swinhoii,Swinhoe's Pheasant,NT,2.868538,2.0460238384,9876
Phasianidae,Lophura,Lophura inornata,Salvadori's Pheasant,NT,3.6128570429,2.2219945946,8902
Phasianidae,Lophura,Lophura erythrophthalma,Malay Crestless Fireback,VU,3.7490417727,2.9442372268,8736
Phasianidae,Lophura,Lophura pyronota,Bornean Crestless Fireback,VU,3.3243405455,2.8505540148,9272
Phasianidae,Lophura,Lophura ignita,Bornean Crested Fireback,NT,3.3421690077,2.1615211752,9252
Phasianidae,Lophura,Lophura rufa,Malay Crested Fireback,NT,3.3243405455,2.1574068343,9272
Phasianidae,Lophura,Lophura diardi,Siamese Fireback,LC,3.3396043262,1.4677831749,9255
Phasianidae,Lophura,Lophura bulweri,Bulwer's Pheasant,VU,3.7010061715,2.934070926,8802
Phasianidae,Perdix,Perdix perdix,Grey Partridge,LC,5.802313456,1.9172627684,5428
Phasianidae,Perdix,Perdix dauurica,Daurian Partridge,LC,5.8006539732,1.9170187801,5431
Phasianidae,Perdix,Perdix hodgsoniae,Tibetan Partridge,LC,6.0652281225,1.9551853047,5008
Phasianidae,Meleagris,Meleagris gallopavo,Wild Turkey,LC,7.2771522167,2.1134989741,3390
Phasianidae,Meleagris,Meleagris ocellata,Ocellated Turkey,NT,7.3588413361,2.8164670019,3326
Phasianidae,Bonasa,Bonasa umbellus,Ruffed Grouse,LC,8.2047772228,2.2197226126,2636
Phasianidae,Bonasa,Bonasa bonasia,Hazel Grouse,LC,6.4146888664,2.0034630147,4532
Phasianidae,Bonasa,Bonasa sewerzowi,Chinese Grouse,NT,6.5279049656,2.7117639586,4406
Phasianidae,Lagopus,Lagopus lagopus,Willow Grouse,LC,5.2816319293,1.8376298081,6289
Phasianidae,Lagopus,Lagopus muta,Rock Ptarmigan,LC,5.2812560548,1.8375699692,6290
Phasianidae,Lagopus,Lagopus leucura,White-tailed Ptarmigan,LC,5.8097854841,1.9183606195,5417
Phasianidae,Dendragapus,Dendragapus obscurus,Dusky Grouse,LC,3.77781,1.5639822825,8707
Phasianidae,Dendragapus,Dendragapus fuliginosus,Sooty Grouse,LC,3.77781,1.5639822825,8707
Phasianidae,Falcipennis,Falcipennis falcipennis,Siberian Grouse,NT,5.6115857738,2.5819707109,5720
Phasianidae,Falcipennis,Falcipennis canadensis,Spruce Grouse,LC,5.9619243943,1.9404559296,5194
Phasianidae,Falcipennis,Falcipennis franklinii,Franklin's Grouse,LC,5.9619243943,1.9404559296,5194
Phasianidae,Tetrao,Tetrao urogallus,Western Capercaillie,LC,4.347757,1.6766772207,7739
Phasianidae,Tetrao,Tetrao urogalloides,Black-billed Capercaillie,LC,4.347757,1.6766772207,7739
Phasianidae,Lyrurus,Lyrurus tetrix,Black Grouse,LC,4.160267,1.6409883223,7996
Phasianidae,Lyrurus,Lyrurus mlokosiewiczi,Caucasian Grouse,NT,4.160267,2.3341355029,7996
Phasianidae,Centrocercus,Centrocercus urophasianus,Sage Grouse,NT,3.745407,2.2503243834,8749
Phasianidae,Centrocercus,Centrocercus minimus,Gunnison Grouse ,EN,3.745407,3.6366187446,8749
Phasianidae,Tympanuchus,Tympanuchus phasianellus,Sharp-tailed Grouse,LC,2.737014,1.3182868968,10019
Phasianidae,Tympanuchus,Tympanuchus cupido,Greater Prairie-chicken,VU,2.737973,2.704837847,10014
Phasianidae,Tympanuchus,Tympanuchus pallidicinctus,Lesser Prairie-chicken,VU,2.855558,2.7358101047,9895
Anhimidae,Anhima,Anhima cornuta,Horned Screamer,LC,34.056849,3.556971001,41
Anhimidae,Chauna,Chauna chavaria,Northern Screamer,NT,29.797663,4.120585991,72
Anhimidae,Chauna,Chauna torquata,Southern Screamer,LC,29.797663,3.4274388105,72
Anseranatidae,Anseranas,Anseranas semipalmata,Magpie Goose,LC,62.675689,4.1538028414,4
Anatidae,Dendrocygna,Dendrocygna viduata,White-faced Whistling-duck,LC,7.609340925,2.1528477679,3034
Anatidae,Dendrocygna,Dendrocygna autumnalis,Black-bellied Whistling-duck,LC,7.5794826308,2.1493736122,3050
Anatidae,Dendrocygna,Dendrocygna guttata,Spotted Whistling-duck,LC,7.4281976414,2.1315829462,3147
Anatidae,Dendrocygna,Dendrocygna arborea,West Indian Whistling-duck,VU,7.7088567834,3.55063489,2976
Anatidae,Dendrocygna,Dendrocygna bicolor,Fulvous Whistling-duck,LC,7.060026036,2.0869167868,3620
Anatidae,Dendrocygna,Dendrocygna eytoni,Plumed Whistling-duck,LC,7.1693582673,2.1003903583,3499
Anatidae,Dendrocygna,Dendrocygna arcuata,Wandering Whistling-duck,LC,9.7665354088,2.3764427504,1821
Anatidae,Dendrocygna,Dendrocygna javanica,Lesser Whistling-duck,LC,7.2635478979,2.1118540229,3416
Anatidae,Thalassornis,Thalassornis leuconotus,White-backed Duck,LC,13.5373639575,2.6767221598,888
Anatidae,Heteronetta,Heteronetta atricapilla,Black-headed Duck,LC,7.3859659858,2.1265595927,3198
Anatidae,Nomonyx,Nomonyx dominicus,Masked Duck,LC,6.8842325543,2.0648648859,3828
Anatidae,Oxyura,Oxyura jamaicensis,Ruddy Duck,LC,5.0169265389,1.7945765872,6674
Anatidae,Oxyura,Oxyura ferruginea,Andean Duck,LC,5.1683690667,1.8194344702,6469
Anatidae,Oxyura,Oxyura vittata,Lake Duck,LC,5.245333959,1.8318346184,6345
Anatidae,Oxyura,Oxyura australis,Blue-billed Duck,NT,5.1119537639,2.5033936676,6547
Anatidae,Oxyura,Oxyura maccoa,Maccoa Duck,NT,5.0031635775,2.4854337738,6690
Anatidae,Oxyura,Oxyura leucocephala,White-headed Duck,EN,5.0798041667,3.8844140277,6577
Anatidae,Biziura,Biziura lobata,Musk Duck,LC,8.8093928888,2.2833403847,2231
Anatidae,Malacorhynchus,Malacorhynchus membranaceus,Pink-eared Duck,LC,10.825194178,2.4702323552,1467
Anatidae,Stictonetta,Stictonetta naevosa,Freckled Duck,LC,8.5303517067,2.2544816222,2429
Anatidae,Cereopsis,Cereopsis novaehollandiae,Cape Barren Goose,LC,7.5427302407,2.145080657,3069
Anatidae,Coscoroba,Coscoroba coscoroba,Coscoroba Swan,LC,7.5531966237,2.1463050872,3063
Anatidae,Cygnus,Cygnus melancoryphus,Black-necked Swan,LC,7.1461894287,2.0975502632,3523
Anatidae,Cygnus,Cygnus atratus,Black Swan,LC,5.6204022263,1.8901561274,5707
Anatidae,Cygnus,Cygnus olor,Mute Swan,LC,5.6146229573,1.8892827978,5716
Anatidae,Cygnus,Cygnus buccinator,Trumpeter Swan,LC,4.4243105393,1.6908908018,7603
Anatidae,Cygnus,Cygnus cygnus,Whooper Swan,LC,4.3212871758,1.6717152244,7778
Anatidae,Cygnus,Cygnus columbianus,Tundra Swan,LC,4.3313116103,1.6735972886,7763
Anatidae,Branta,Branta bernicla,Brent Goose,LC,5.0048006701,1.792559261,6689
Anatidae,Branta,Branta leucopsis,Barnacle Goose,LC,3.286736,1.4555256042,9312
Anatidae,Branta,Branta ruficollis,Red-breasted Goose,VU,4.9799703787,3.1747099757,6728
Anatidae,Branta,Branta hutchinsii,Cackling Goose,LC,3.286736,1.4555256042,9312
Anatidae,Branta,Branta canadensis,Canada Goose,LC,3.447391,1.4923176321,9112
Anatidae,Branta,Branta sandvicensis,Hawaiian Goose,VU,3.447614,2.8786621337,9111
Anatidae,Anser,Anser canagicus,Emperor Goose,NT,3.344173,2.1619825874,9250
Anatidae,Anser,Anser caerulescens,Snow Goose,LC,2.735084,1.3177703083,10021
Anatidae,Anser,Anser rossii,Ross's Goose,LC,2.735084,1.3177703083,10021
Anatidae,Anser,Anser indicus,Bar-headed Goose,LC,2.616624,1.285540994,10144
Anatidae,Anser,Anser anser,Greylag Goose,LC,2.315209,1.1985206684,10382
Anatidae,Anser,Anser cygnoid,Swan Goose,VU,2.281724,2.5746632552,10408
Anatidae,Anser,Anser fabalis,Bean Goose,LC,2.769005,1.3268110409,9979
Anatidae,Anser,Anser brachyrhynchus,Pink-footed Goose,LC,2.515331,1.2571336887,10221
Anatidae,Anser,Anser albifrons,Greater White-fronted Goose,LC,2.883538,1.3567465938,9862
Anatidae,Anser,Anser erythropus,Lesser White-fronted Goose,VU,2.289069,2.5768989071,10405
Anatidae,Clangula,Clangula hyemalis,Long-tailed Duck,VU,6.2062048191,3.3612367965,4861
Anatidae,Somateria,Somateria fischeri,Spectacled Eider,LC,3.360715,1.4726360347,9223
Anatidae,Somateria,Somateria spectabilis,King Eider,LC,3.119958,1.4158429691,9592
Anatidae,Somateria,Somateria mollissima,Common Eider,NT,3.119958,2.1089901497,9592
Anatidae,Polysticta,Polysticta stelleri,Steller's Eider,VU,5.0765879343,3.1907377046,6581
Anatidae,Melanitta,Melanitta perspicillata,Surf Scoter,LC,3.7401785069,1.5560747947,8757
Anatidae,Melanitta,Melanitta fusca,Velvet Scoter,VU,4.17533575,3.0301985774,7971
Anatidae,Melanitta,Melanitta stejnegeri,Siberian Scoter,LC,3.6335303825,1.5333190792,8877
Anatidae,Melanitta,Melanitta deglandi,White-winged Scoter,LC,4.17533575,1.6439042163,7971
Anatidae,Melanitta,Melanitta nigra,Common Scoter,LC,4.7224940833,1.7444047389,7134
Anatidae,Melanitta,Melanitta americana,Black Scoter,NT,4.17533575,2.3370513968,7971
Anatidae,Bucephala,Bucephala albeola,Bufflehead,LC,4.6371964596,1.7293868603,7278
Anatidae,Bucephala,Bucephala clangula,Common Goldeneye,LC,3.8355917643,1.5760035132,8600
Anatidae,Bucephala,Bucephala islandica,Barrow's Goldeneye,LC,3.8350022272,1.5758815895,8602
Anatidae,Mergellus,Mergellus albellus,Smew,LC,4.8535418917,1.7670469296,6928
Anatidae,Lophodytes,Lophodytes cucullatus,Hooded Merganser,LC,4.7097383962,1.7421732076,7149
Anatidae,Mergus,Mergus merganser,Goosander,LC,2.914466,1.3646789217,9839
Anatidae,Mergus,Mergus squamatus,Scaly-sided Merganser,EN,3.092112,3.4885027599,9635
Anatidae,Mergus,Mergus serrator,Red-breasted Merganser,LC,3.033222,1.3945655602,9712
Anatidae,Mergus,Mergus octosetaceus,Brazilian Merganser,CR,3.09457,4.1822504279,9631
Anatidae,Histrionicus,Histrionicus histrionicus,Harlequin Duck,LC,5.6521979416,1.8949473176,5665
Anatidae,Neochen,Neochen jubata,Orinoco Goose,NT,3.403513,2.175549812,9166
Anatidae,Chloephaga,Chloephaga melanoptera,Andean Goose,LC,3.398921,1.4813592836,9169
Anatidae,Chloephaga,Chloephaga picta,Upland Goose,LC,3.7264413731,1.5531725669,8776
Anatidae,Chloephaga,Chloephaga hybrida,Kelp Goose,LC,3.53826,1.5125436787,9009
Anatidae,Chloephaga,Chloephaga poliocephala,Ashy-headed Goose,LC,3.7355650034,1.5551010444,8765
Anatidae,Chloephaga,Chloephaga rubidiceps,Ruddy-headed Goose,LC,3.552857,1.515754948,8992
Anatidae,Radjah,Radjah radjah,Radjah Shelduck,LC,4.42634975,1.6912666703,7601
Anatidae,Alopochen,Alopochen aegyptiaca,Egyptian Goose,LC,4.8003983884,1.7579266028,7030
Anatidae,Tadorna,Tadorna tadorna,Common Shelduck,LC,3.4171733125,1.4854999694,9144
Anatidae,Tadorna,Tadorna ferruginea,Ruddy Shelduck,LC,2.516869,1.2575711051,10219
Anatidae,Tadorna,Tadorna cana,South African Shelduck,LC,2.527577,1.260611233,10208
Anatidae,Tadorna,Tadorna tadornoides,Australian Shelduck,LC,2.67358,1.3011666634,10094
Anatidae,Tadorna,Tadorna variegata,Paradise Shelduck,LC,2.807893,1.3370760178,9937
Anatidae,Tadorna,Tadorna cristata,Crested Shelduck,CR,3.3000845,4.2312233959,9296
Anatidae,Plectropterus,Plectropterus gambensis,Spur-winged Goose,LC,6.1783102873,1.9710640193,4897
Anatidae,Cairina,Cairina moschata,Muscovy Duck,LC,5.4151491753,1.8586622519,6075
Anatidae,Sarkidiornis,Sarkidiornis sylvicola,American Comb Duck,LC,6.63324075,2.032512493,4194
Anatidae,Sarkidiornis,Sarkidiornis melanotos,African Comb Duck,LC,6.63324075,2.032512493,4194
Anatidae,Nettapus,Nettapus auritus,African Pygmy-goose,LC,5.9029196427,1.9319444587,5275
Anatidae,Nettapus,Nettapus coromandelianus,Cotton Pygmy-goose,LC,6.2857586589,1.9859215741,4724
Anatidae,Nettapus,Nettapus pulchellus,Green Pygmy-goose,LC,6.2588497064,1.9822213736,4753
Anatidae,Callonetta,Callonetta leucophrys,Ringed Teal,LC,6.4385666842,2.0066781803,4506
Anatidae,Aix,Aix sponsa,Wood Duck,LC,4.9685314388,1.786500907,6743
Anatidae,Aix,Aix galericulata,Mandarin Duck,LC,4.9648190886,1.7858787263,6748
Anatidae,Chenonetta,Chenonetta jubata,Maned Duck,LC,6.3365052219,1.9928626014,4639
Anatidae,Hymenolaimus,Hymenolaimus malacorhynchos,Blue Duck,EN,6.5951267667,4.1069483684,4269
Anatidae,Merganetta,Merganetta armata,Torrent Duck,LC,6.4956668196,2.0143250962,4434
Anatidae,Pteronetta,Pteronetta hartlaubii,Hartlaub's Duck,LC,4.7455131805,1.7484192338,7105
Anatidae,Cyanochen,Cyanochen cyanoptera,Blue-winged Goose,VU,5.0529866978,3.1868461804,6622
Anatidae,Marmaronetta,Marmaronetta angustirostris,Marbled Teal,VU,5.5598011913,3.2672546574,5833
Anatidae,Asarcornis,Asarcornis scutulata,White-winged Duck,EN,5.2502262205,3.9120592001,6335
Anatidae,Netta,Netta rufina,Red-crested Pochard,LC,2.98863,1.3834478135,9755
Anatidae,Netta,Netta peposaca,Rosy-billed Pochard,LC,2.98052,1.381412464,9767
Anatidae,Netta,Netta erythrophthalma,Southern Pochard,LC,2.669503,1.3000562306,10098
Anatidae,Aythya,Aythya ferina,Common Pochard,VU,1.860352,2.4372390553,10625
Anatidae,Aythya,Aythya americana,Redhead,LC,1.874087,1.0557350586,10617
Anatidae,Aythya,Aythya valisineria,Canvasback,LC,1.860018,1.0508279185,10626
Anatidae,Aythya,Aythya australis,Hardhead,LC,2.155972,1.149296531,10485
Anatidae,Aythya,Aythya innotata,Madagascar Pochard,CR,1.943203,3.8520871663,10593
Anatidae,Aythya,Aythya baeri,Baer's Pochard,CR,1.970974,3.8614785674,10572
Anatidae,Aythya,Aythya nyroca,Ferruginous Duck,NT,2.157687,1.8429869781,10482
Anatidae,Aythya,Aythya novaeseelandiae,New Zealand Scaup,LC,1.967412,1.0876901925,10579
Anatidae,Aythya,Aythya collaris,Ring-necked Duck,LC,1.873604,1.0555669911,10618
Anatidae,Aythya,Aythya fuligula,Tufted Duck,LC,2.15624,1.1493814457,10484
Anatidae,Aythya,Aythya marila,Greater Scaup,LC,1.840623,1.0440233943,10632
Anatidae,Aythya,Aythya affinis,Lesser Scaup,LC,1.844573,1.0454129684,10630
Anatidae,Rhodonessa,Rhodonessa caryophyllacea,Pink-headed Duck,CR,4.5304381641,4.4828557687,7421
Anatidae,Salvadorina,Salvadorina waigiuensis,Salvadori's Teal,VU,4.4798268119,3.0873678579,7512
Anatidae,Tachyeres,Tachyeres patachonicus,Flying Steamerduck,LC,2.035251,1.1102941229,10541
Anatidae,Tachyeres,Tachyeres leucocephalus,White-headed Steamerduck,VU,2.035251,2.496588484,10541
Anatidae,Tachyeres,Tachyeres pteneres,Magellanic Steamerduck,LC,2.030388,1.1086906641,10547
Anatidae,Tachyeres,Tachyeres brachypterus,Falkland Steamerduck,LC,2.030388,1.1086906641,10547
Anatidae,Lophonetta,Lophonetta specularioides,Crested Duck,LC,4.0774521885,1.6248095981,8211
Anatidae,Speculanas,Speculanas specularis,Spectacled Duck,NT,3.9684234797,2.296249763,8352
Anatidae,Amazonetta,Amazonetta brasiliensis,Brazilian Teal,LC,3.8318649037,1.5752325016,8609
Anatidae,Spatula,Spatula querquedula,Garganey,LC,3.4365903264,1.4898861369,9127
Anatidae,Spatula,Spatula hottentota,Hottentot Teal,LC,3.6748018294,1.5421867724,8835
