Family,Genus,Species,Common name,GE,ED,EDGE,ED Rank
Accipitridae,Circus,Circus ranivorus,African Marsh-harrier,LC,4.761313,1.7511654001,7085
Accipitridae,Circus,Circus maillardi,Reunion Marsh-harrier,EN,5.7391780938,3.9873795146,5512
Accipitridae,Circus,Circus macrosceles,Madagascar Marsh-harrier,EN,5.6870342794,3.979612011,5592
Accipitridae,Circus,Circus buffoni,Long-winged Harrier,LC,5.9378585803,1.936993165,5238
Accipitridae,Circus,Circus assimilis,Spotted Harrier,LC,5.5237600457,1.8754509038,5908
Accipitridae,Circus,Circus maurus,Black Harrier,VU,5.8571108467,3.3115805548,5360
Accipitridae,Circus,Circus cyaneus,Hen Harrier,LC,4.9997126163,1.7917115708,6694
Accipitridae,Circus,Circus hudsonius,Northern Harrier,LC,5.5742594866,1.8831619461,5807
Accipitridae,Circus,Circus cinereus,Cinereous Harrier,LC,5.0108793855,1.7935710582,6679
Accipitridae,Circus,Circus macrourus,Pallid Harrier,NT,5.6692833506,2.590659591,5618
Accipitridae,Circus,Circus melanoleucos,Pied Harrier,LC,5.5560402564,1.8803868013,5839
Accipitridae,Circus,Circus pygargus,Montagu's Harrier,LC,5.4922538284,1.8706097475,5947
Accipitridae,Accipiter,Accipiter poliogaster,Grey-bellied Goshawk,NT,7.909388,2.8802527328,2813
Accipitridae,Accipiter,Accipiter trivirgatus,Crested Goshawk,LC,9.1125482987,2.3137770585,2060
Accipitridae,Accipiter,Accipiter griseiceps,Sulawesi Goshawk,LC,8.063805,2.2042890098,2715
Accipitridae,Accipiter,Accipiter toussenelii,Red-chested Goshawk,LC,8.1064432376,2.2089822111,2699
Accipitridae,Accipiter,Accipiter tachiro,African Goshawk,LC,8.9838855204,2.3009723453,2126
Accipitridae,Accipiter,Accipiter castanilius,Chestnut-flanked Sparrowhawk,LC,8.1725106749,2.216211041,2659
Accipitridae,Accipiter,Accipiter badius,Shikra,LC,8.1232618335,2.2108273973,2689
Accipitridae,Accipiter,Accipiter butleri,Nicobar Sparrowhawk,VU,8.060446,3.5902127073,2719
Accipitridae,Accipiter,Accipiter brevipes,Levant Sparrowhawk,LC,8.1359655466,2.2122188817,2685
Accipitridae,Accipiter,Accipiter soloensis,Chinese Sparrowhawk,LC,9.0946559685,2.3120061718,2068
Accipitridae,Accipiter,Accipiter francesiae,Frances's Sparrowhawk,LC,7.955105,2.1922237607,2785
Accipitridae,Accipiter,Accipiter trinotatus,Spot-tailed Goshawk,LC,8.1200257484,2.2104726274,2690
Accipitridae,Accipiter,Accipiter sylvestris,Lesser Sundas Goshawk,LC,8.0250596271,2.2000051111,2747
Accipitridae,Accipiter,Accipiter hiogaster,Variable Goshawk,LC,8.0250596271,2.2000051111,2747
Accipitridae,Accipiter,Accipiter novaehollandiae,Grey Goshawk,LC,7.005232,2.0800953279,3675
Accipitridae,Accipiter,Accipiter poliocephalus,Grey-headed Goshawk,LC,8.1854943896,2.217625543,2646
Accipitridae,Accipiter,Accipiter princeps,New Britain Goshawk,VU,8.049638,3.589019118,2731
Accipitridae,Accipiter,Accipiter fasciatus,Brown Goshawk,LC,8.315110989,2.2316379191,2534
Accipitridae,Accipiter,Accipiter melanochlamys,Black-mantled Goshawk,LC,7.985115,2.1955693193,2769
Accipitridae,Accipiter,Accipiter albogularis,Pied Goshawk,LC,7.93344,2.1898015391,2799
Accipitridae,Accipiter,Accipiter haplochrous,White-bellied Goshawk,NT,8.1995766771,2.9123046502,2639
Accipitridae,Accipiter,Accipiter rufitorques,Fiji Goshawk,LC,8.1173692146,2.2101812992,2692
Accipitridae,Accipiter,Accipiter henicogrammus,Moluccan Goshawk,NT,8.058097,2.8968062344,2722
Accipitridae,Accipiter,Accipiter luteoschistaceus,Slaty-backed Goshawk,VU,7.916697,3.5742199477,2809
Accipitridae,Accipiter,Accipiter imitator,Imitator Goshawk,VU,7.022134,3.4684988324,3658
Accipitridae,Accipiter,Accipiter erythropus,Red-legged Sparrowhawk,LC,7.985206,2.1955794471,2768
Accipitridae,Accipiter,Accipiter minullus,Little Sparrowhawk,LC,8.1865344681,2.2177387671,2645
Accipitridae,Accipiter,Accipiter gularis,Japanese Sparrowhawk,LC,5.295913,1.8399006927,6263
Accipitridae,Accipiter,Accipiter virgatus,Besra,LC,5.297049,1.840081111,6256
Accipitridae,Accipiter,Accipiter nanus,Dwarf Sparrowhawk,NT,7.767425,2.8641903292,2930
Accipitridae,Accipiter,Accipiter erythrauchen,Rufous-necked Sparrowhawk,NT,8.056856,2.8966692205,2724
Accipitridae,Accipiter,Accipiter cirrocephalus,Collared Sparrowhawk,LC,6.990258,2.0782230496,3703
Accipitridae,Accipiter,Accipiter brachyurus,New Britain Sparrowhawk,VU,8.098795,3.5944363483,2704
Accipitridae,Accipiter,Accipiter rhodogaster,Vinous-breasted Sparrowhawk,LC,7.903667,2.1864632144,2818
Accipitridae,Accipiter,Accipiter madagascariensis,Madagascar Sparrowhawk,NT,7.908732,2.8801790999,2814
Accipitridae,Accipiter,Accipiter ovampensis,Ovambo Sparrowhawk,LC,7.795984,2.1742952537,2914
Accipitridae,Accipiter,Accipiter nisus,Eurasian Sparrowhawk,LC,6.716942,2.0434181716,4077
Accipitridae,Accipiter,Accipiter rufiventris,Rufous-breasted Sparrowhawk,LC,5.69234,1.9009635888,5586
Accipitridae,Accipiter,Accipiter striatus,Sharp-shinned Hawk,LC,6.096948,1.9596648325,4979
Accipitridae,Accipiter,Accipiter cooperii,Cooper's Hawk,LC,7.421946,2.1308409179,3152
Accipitridae,Accipiter,Accipiter gundlachi,Gundlach's Hawk,EN,7.757599,4.2493633223,2936
Accipitridae,Accipiter,Accipiter bicolor,Bicolored Hawk,LC,7.369053,2.1245407359,3318
Accipitridae,Accipiter,Accipiter henstii,Henst's Goshawk,NT,8.10134,2.901568836,2701
Accipitridae,Accipiter,Accipiter melanoleucus,Black Sparrowhawk,LC,7.85617,2.1811143912,2849
Accipitridae,Accipiter,Accipiter gentilis,Northern Goshawk,LC,8.8109814737,2.2835023169,2230
Accipitridae,Accipiter,Accipiter meyerianus,Meyer's Goshawk,LC,7.87275,2.1829847821,2846
Accipitridae,Accipiter,Accipiter collaris,Semi-collared Hawk,NT,8.024357,2.8930744357,2750
Accipitridae,Accipiter,Accipiter superciliosus,Tiny Hawk,LC,9.0516220098,2.3077340155,2093
Accipitridae,Erythrotriorchis,Erythrotriorchis buergersi,Chestnut-shouldered Goshawk,DD,7.923787,NA,2804
Accipitridae,Erythrotriorchis,Erythrotriorchis radiatus,Red Goshawk,NT,7.923787,2.8818675886,2804
Accipitridae,Megatriorchis,Megatriorchis doriae,Doria's Goshawk,NT,8.317421,2.9250330542,2532
Accipitridae,Urotriorchis,Urotriorchis macrourus,Long-tailed Hawk,LC,14.1559760204,2.718394911,805
Accipitridae,Haliaeetus,Haliaeetus leucogaster,White-bellied Sea-eagle,LC,7.561781,2.1473082293,3057
Accipitridae,Haliaeetus,Haliaeetus sanfordi,Sanford's Sea-eagle,VU,7.561781,3.5336025904,3057
Accipitridae,Haliaeetus,Haliaeetus vocifer,African Fish-eagle,LC,8.3609591096,2.2365477542,2508
Accipitridae,Haliaeetus,Haliaeetus vociferoides,Madagascar Fish-eagle,CR,8.419427,5.015362981,2486
Accipitridae,Haliaeetus,Haliaeetus leucoryphus,Pallas's Fish-eagle,VU,9.4740866756,3.7351986322,1909
Accipitridae,Haliaeetus,Haliaeetus albicilla,White-tailed Sea-eagle,LC,7.196711,2.1037329762,3478
Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,LC,7.196711,2.1037329762,3478
Accipitridae,Haliaeetus,Haliaeetus pelagicus,Steller's Sea-eagle,VU,9.4305094894,3.7310294774,1931
Accipitridae,Icthyophaga,Icthyophaga humilis,Lesser Fish-eagle,NT,10.3565165204,3.1229389025,1619
Accipitridae,Icthyophaga,Icthyophaga ichthyaetus,Grey-headed Fish-eagle,NT,9.6691796928,3.0605063631,1852
Accipitridae,Haliastur,Haliastur sphenurus,Whistling Kite,LC,9.4971019218,2.3510992116,1897
Accipitridae,Haliastur,Haliastur indus,Brahminy Kite,LC,9.4948348027,2.3508832126,1900
Accipitridae,Milvus,Milvus milvus,Red Kite,NT,8.634745,2.9585230161,2366
Accipitridae,Milvus,Milvus migrans,Black Kite,LC,8.4693871738,2.2480641927,2467
Accipitridae,Busarellus,Busarellus nigricollis,Black-collared Hawk,LC,12.2848615553,2.586625158,1078
Accipitridae,Geranospiza,Geranospiza caerulescens,Crane Hawk,LC,12.6901140674,2.6166739714,999
Accipitridae,Butastur,Butastur rufipennis,Grasshopper Buzzard,LC,9.0686857034,2.3094301822,2083
Accipitridae,Butastur,Butastur teesa,White-eyed Buzzard,LC,8.6363559603,2.2655430247,2364
Accipitridae,Butastur,Butastur liventer,Rufous-winged Buzzard,LC,8.3510276944,2.2354862511,2514
Accipitridae,Butastur,Butastur indicus,Grey-faced Buzzard,LC,8.6347910772,2.2653806179,2365
Accipitridae,Ictinia,Ictinia mississippiensis,Mississippi Kite,LC,9.2299534875,2.3253200333,2021
Accipitridae,Ictinia,Ictinia plumbea,Plumbeous Kite,LC,9.228193811,2.3251480063,2022
Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,9.1668123051,2.3191287199,2037
Accipitridae,Helicolestes,Helicolestes hamatus,Slender-billed Kite,LC,9.1651506908,2.3189652714,2038
Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,7.5266852936,2.143200692,3074
Accipitridae,Parabuteo,Parabuteo unicinctus,Harris's Hawk,LC,8.9997937512,2.3025644679,2118
Accipitridae,Parabuteo,Parabuteo leucorrhous,White-rumped Hawk,LC,6.8548195144,2.0611272943,3856
Accipitridae,Cryptoleucopteryx,Cryptoleucopteryx plumbea,Plumbeous Hawk,VU,9.9281096162,3.7776326947,1764
Accipitridae,Buteogallus,Buteogallus schistaceus,Slate-colored Hawk,LC,6.579761,2.0254816688,4285
Accipitridae,Buteogallus,Buteogallus anthracinus,Common Black Hawk,LC,4.612938,1.7250742901,7314
Accipitridae,Buteogallus,Buteogallus gundlachii,Cuban Black Hawk,NT,5.937342,2.6300658846,5239
Accipitridae,Buteogallus,Buteogallus aequinoctialis,Rufous Crab-hawk,NT,4.613927,2.4183976552,7311
Accipitridae,Buteogallus,Buteogallus meridionalis,Savanna Hawk,LC,7.025848,2.0826673332,3655
Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,VU,7.406354,3.5152822096,3176
Accipitridae,Buteogallus,Buteogallus urubitinga,Great Black Hawk,LC,5.889838,1.9300475724,5305
Accipitridae,Buteogallus,Buteogallus solitarius,Black Solitary Eagle,NT,4.511722,2.4000242776,7440
Accipitridae,Buteogallus,Buteogallus coronatus,Crowned Solitary Eagle,EN,4.511722,3.7863186387,7440
Accipitridae,Morphnarchus,Morphnarchus princeps,Barred Hawk,LC,10.9840395486,2.4835757269,1424
Accipitridae,Geranoaetus,Geranoaetus albicaudatus,White-tailed Hawk,LC,5.2418523646,1.8312769916,6353
Accipitridae,Geranoaetus,Geranoaetus polyosoma,Variable Hawk,LC,4.4946938112,1.703782865,7495
Accipitridae,Geranoaetus,Geranoaetus melanoleucus,Black-chested Buzzard-eagle,LC,5.206084,1.8255301012,6403
Accipitridae,Pseudastur,Pseudastur albicollis,White Hawk,LC,5.433987,1.8615944083,6029
Accipitridae,Pseudastur,Pseudastur occidentalis,Grey-backed Hawk,EN,6.641444,4.1130281322,4184
Accipitridae,Pseudastur,Pseudastur polionotus,Mantled Hawk,NT,5.433987,2.5547415889,6029
Accipitridae,Leucopternis,Leucopternis semiplumbeus,Semiplumbeous Hawk,LC,5.66143,1.8963341762,5631
Accipitridae,Leucopternis,Leucopternis melanops,Black-faced Hawk,LC,4.345625,1.6762784694,7745
Accipitridae,Leucopternis,Leucopternis kuhli,White-browed Hawk,LC,4.345625,1.6762784694,7745
Accipitridae,Buteo,Buteo plagiatus,Grey Hawk,LC,4.1874807037,1.6462481658,7945
Accipitridae,Buteo,Buteo nitidus,Grey-lined Hawk,LC,5.2890763943,1.8388142228,6280
Accipitridae,Buteo,Buteo ridgwayi,Ridgway's Hawk,CR,4.4769508519,4.4731372544,7521
Accipitridae,Buteo,Buteo lineatus,Red-shouldered Hawk,LC,4.2528867151,1.658777776,7853
Accipitridae,Buteo,Buteo platypterus,Broad-winged Hawk,LC,4.827517538,1.7625911014,6984
Accipitridae,Buteo,Buteo solitarius,Hawaiian Hawk,NT,3.366884,2.1671968919,9217
Accipitridae,Buteo,Buteo albigula,White-throated Hawk,LC,2.773866,1.3280999402,9972
Accipitridae,Buteo,Buteo brachyurus,Short-tailed Hawk,LC,2.527124,1.260482808,10210
Accipitridae,Buteo,Buteo swainsoni,Swainson's Hawk,LC,2.197028,1.1622216283,10455
Accipitridae,Buteo,Buteo galapagoensis,Galapagos Hawk,VU,2.196722,2.5484202709,10456
Accipitridae,Buteo,Buteo albonotatus,Zone-tailed Hawk,LC,3.913613657,1.5920096501,8447
Accipitridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,LC,4.1312759153,1.6353543447,8063
Accipitridae,Buteo,Buteo ventralis,Rufous-tailed Hawk,VU,4.4562636323,3.0830586002,7563
Accipitridae,Buteo,Buteo lagopus,Rough-legged Buzzard,LC,2.957172,1.3755296287,9787
Accipitridae,Buteo,Buteo regalis,Ferruginous Hawk,LC,2.956965,1.3754773173,9788
Accipitridae,Buteo,Buteo auguralis,Red-necked Buzzard,LC,4.5140682146,1.7073026837,7438
Accipitridae,Buteo,Buteo augur,Augur Buzzard,LC,2.026933,1.1075498957,10550
Accipitridae,Buteo,Buteo rufofuscus,Jackal Buzzard,LC,2.025109,1.1069471239,10551
Accipitridae,Buteo,Buteo buteo,Eurasian Buzzard,LC,1.868782,1.0538875494,10621
Accipitridae,Buteo,Buteo japonicus,Japanese Buzzard,LC,4.1874807037,1.6462481658,7945
Accipitridae,Buteo,Buteo refectus,Himalayan Buzzard,LC,4.1874807037,1.6462481658,7945
Accipitridae,Buteo,Buteo oreophilus,Mountain Buzzard,NT,1.866547,1.7462553501,10622
Accipitridae,Buteo,Buteo trizonatus,Forest Buzzard,LC,4.1874807037,1.6462481658,7945
Accipitridae,Buteo,Buteo brachypterus,Madagascar Buzzard,LC,4.2211650987,1.652720576,7885
Accipitridae,Buteo,Buteo rufinus,Long-legged Buzzard,LC,4.1874807037,1.6462481658,7945
Accipitridae,Buteo,Buteo socotraensis,Socotra Buzzard,VU,2.024526,2.4930487461,10552
Accipitridae,Buteo,Buteo hemilasius,Upland Buzzard,LC,2.049816,1.1150812609,10533
Coliidae,Colius,Colius striatus,Speckled Mousebird,LC,33.327963,3.5359602699,45
Coliidae,Colius,Colius leucocephalus,White-headed Mousebird,LC,41.174477,3.7418152276,19
Coliidae,Colius,Colius castanotus,Red-backed Mousebird,LC,32.194547,3.5023856154,56
Coliidae,Colius,Colius colius,White-backed Mousebird,LC,33.476135,3.5402673455,42
Coliidae,Urocolius,Urocolius macrourus,Blue-naped Mousebird,LC,44.627008,3.8204998219,13
Coliidae,Urocolius,Urocolius indicus,Red-faced Mousebird,LC,44.627008,3.8204998219,13
Leptosomidae,Leptosomus,Leptosomus discolor,Cuckoo Roller,LC,72.243249,4.2937860798,2
Trogonidae,Apaloderma,Apaloderma narina,Narina Trogon,LC,11.7833937781,2.5481469675,1202
Trogonidae,Apaloderma,Apaloderma aequatoriale,Bare-cheeked Trogon,LC,11.7743638918,2.5474403416,1204
Trogonidae,Apaloderma,Apaloderma vittatum,Bar-tailed Trogon,LC,13.33368743,2.6626125311,910
Trogonidae,Apalharpactes,Apalharpactes reinwardtii,Javan Trogon,VU,13.9284971744,4.0895663095,834
Trogonidae,Apalharpactes,Apalharpactes mackloti,Sumatran Trogon,LC,13.6233417498,2.6826190021,877
Trogonidae,Harpactes,Harpactes oreskios,Orange-breasted Trogon,LC,15.576552258,2.8079891822,651
Trogonidae,Harpactes,Harpactes orrhophaeus,Cinnamon-rumped Trogon,NT,13.7248368434,3.3826828298,860
Trogonidae,Harpactes,Harpactes duvaucelii,Scarlet-rumped Trogon,NT,13.7008588532,3.381053098,866
Trogonidae,Harpactes,Harpactes fasciatus,Malabar Trogon,LC,13.1972712374,2.6530497798,925
Trogonidae,Harpactes,Harpactes diardii,Diard's Trogon,NT,12.4525275491,3.2923141908,1036
Trogonidae,Harpactes,Harpactes erythrocephalus,Red-headed Trogon,LC,11.4375074449,2.5207167011,1298
Trogonidae,Harpactes,Harpactes wardi,Ward's Trogon,NT,12.3682336137,3.2860284473,1059
Trogonidae,Harpactes,Harpactes whiteheadi,Whitehead's Trogon,NT,11.6763391171,3.2328843747,1229
Trogonidae,Harpactes,Harpactes kasumba,Red-naped Trogon,NT,12.2467746789,3.2769012829,1086
Trogonidae,Harpactes,Harpactes ardens,Philippine Trogon,LC,11.4903242673,2.524954286,1286
Trogonidae,Pharomachrus,Pharomachrus pavoninus,Pavonine Quetzal,LC,10.33819,2.4281766736,1624
Trogonidae,Pharomachrus,Pharomachrus auriceps,Golden-headed Quetzal,LC,10.334948,2.4278906964,1627
Trogonidae,Pharomachrus,Pharomachrus fulgidus,White-tipped Quetzal,LC,8.26167,2.225884378,2597
Trogonidae,Pharomachrus,Pharomachrus mocinno,Resplendent Quetzal,NT,13.7914786727,3.3871984302,854
Trogonidae,Pharomachrus,Pharomachrus antisianus,Crested Quetzal,LC,8.26167,2.225884378,2597
Trogonidae,Euptilotis,Euptilotis neoxenus,Eared Quetzal,NT,15.9118493044,3.5211616991,619
Trogonidae,Priotelus,Priotelus temnurus,Cuban Trogon,LC,15.17190504,2.7832754799,693
Trogonidae,Temnotrogon,Temnotrogon roseigaster,Hispaniolan Trogon,NT,15.3633483777,3.4881911594,666
Trogonidae,Trogon,Trogon clathratus,Lattice-tailed Trogon,LC,10.6089164005,2.4517734581,1525
Trogonidae,Trogon,Trogon massena,Slaty-tailed Trogon,LC,9.1807052107,2.3204942829,2032
Trogonidae,Trogon,Trogon comptus,Choco Trogon,LC,9.500153547,2.3513898806,1896
Trogonidae,Trogon,Trogon mesurus,Ecuadorian Trogon,LC,9.155253291,2.3179911372,2044
Trogonidae,Trogon,Trogon melanurus,Black-tailed Trogon,LC,9.4026295,2.3420586107,1939
Trogonidae,Trogon,Trogon viridis,Green-backed Trogon,LC,9.4026295,2.3420586107,1939
Trogonidae,Trogon,Trogon chionurus,White-tailed Trogon,LC,6.087517,1.9583350676,4993
Trogonidae,Trogon,Trogon melanocephalus,Black-headed Trogon,LC,7.216701,2.1061687903,3460
Trogonidae,Trogon,Trogon citreolus,Citreoline Trogon,LC,7.216226,2.1061109796,3461
Trogonidae,Trogon,Trogon bairdii,Baird's Trogon,NT,7.685162,2.8547632329,2989
Trogonidae,Trogon,Trogon violaceus,Violaceous Trogon,LC,8.9602947233,2.2986066618,2142
Trogonidae,Trogon,Trogon curucui,Blue-crowned Trogon,LC,8.115374,2.2099624386,2693
Trogonidae,Trogon,Trogon aurantius,Northern Surucua Trogon,LC,9.4026295,2.3420586107,1939
Trogonidae,Trogon,Trogon surrucura,Southern Surucua Trogon,LC,8.387632,2.2393930782,2500
Trogonidae,Trogon,Trogon rufus,Black-throated Trogon,LC,12.53570675,2.6053311382,1015
Trogonidae,Trogon,Trogon elegans,Elegant Trogon,LC,11.4753503188,2.5237547229,1290
Trogonidae,Trogon,Trogon ambiguus,Coppery-tailed Trogon,LC,9.4026295,2.3420586107,1939
Trogonidae,Trogon,Trogon mexicanus,Mountain Trogon,LC,10.9154689517,2.4778374679,1439
Trogonidae,Trogon,Trogon collaris,Collared Trogon,LC,7.950102,2.1916649289,2787
Trogonidae,Trogon,Trogon personatus,Masked Trogon,LC,10.2986024605,2.424679042,1649
Bucerotidae,Bucorvus,Bucorvus leadbeateri,Southern Ground-hornbill,VU,19.0583,4.3849373943,368
Bucerotidae,Bucorvus,Bucorvus abyssinicus,Northern Ground-hornbill,LC,19.0583,2.9986430332,368
Bucerotidae,Lophoceros,Lophoceros pallidirostris,Pale-billed Hornbill,LC,9.977728,2.395868493,1746
Bucerotidae,Lophoceros,Lophoceros nasutus,African Grey Hornbill,LC,12.647056,2.6135238207,1002
Bucerotidae,Lophoceros,Lophoceros semifasciatus,West African Pied Hornbill,LC,10.5041141789,2.4427047261,1551
Bucerotidae,Lophoceros,Lophoceros fasciatus,Congo Pied Hornbill,LC,10.5041141789,2.4427047261,1551
Bucerotidae,Lophoceros,Lophoceros hemprichii,Hemprich's Hornbill,LC,9.932153,2.3917082636,1763
Bucerotidae,Lophoceros,Lophoceros camurus,Dwarf Hornbill,LC,14.416846,2.7354608077,781
Bucerotidae,Lophoceros,Lophoceros alboterminatus,Crowned Hornbill,LC,11.257528,2.5061402789,1333
Bucerotidae,Lophoceros,Lophoceros bradfieldi,Bradfield's Hornbill,LC,9.99233,2.3971977569,1737
Bucerotidae,Tockus,Tockus flavirostris,Eastern Yellow-billed Hornbill,LC,10.882015,2.4750259123,1449
Bucerotidae,Tockus,Tockus leucomelas,Southern Yellow-billed Hornbill,LC,8.857061,2.2881880512,2206
Bucerotidae,Tockus,Tockus jacksoni,Jackson's Hornbill,LC,8.822616,2.284687482,2223
Bucerotidae,Tockus,Tockus deckeni,Von der Decken's Hornbill,LC,9.915657,2.3901981806,1769
Bucerotidae,Tockus,Tockus monteiri,Monteiro's Hornbill,LC,9.622641,2.3629876666,1871
Bucerotidae,Tockus,Tockus damarensis,Damara Hornbill,LC,15.784791,2.8204731788,634
Bucerotidae,Tockus,Tockus erythrorhynchus,Red-billed Hornbill,LC,9.723485,2.3724361961,1830
Bucerotidae,Berenicornis,Berenicornis comatus,White-crowned Hornbill,NT,15.0227577749,3.4671572531,713
Bucerotidae,Horizocerus,Horizocerus albocristatus,Western Long-tailed Hornbill,LC,10.5041141789,2.4427047261,1551
Bucerotidae,Horizocerus,Horizocerus cassini,Eastern Long-tailed Hornbill,LC,10.5041141789,2.4427047261,1551
Bucerotidae,Horizocerus,Horizocerus granti,Eastern Little Hornbill,LC,10.5041141789,2.4427047261,1551
Bucerotidae,Horizocerus,Horizocerus hartlaubi,Western Little Hornbill,LC,10.5041141789,2.4427047261,1551
Bucerotidae,Ceratogymna,Ceratogymna elata,Yellow-casqued Hornbill,VU,11.0691329136,3.8769455555,1397
Bucerotidae,Ceratogymna,Ceratogymna atrata,Black-casqued Hornbill,LC,10.7168539114,2.4610283105,1499
Bucerotidae,Bycanistes,Bycanistes brevis,Silvery-cheeked Hornbill,LC,7.3131415606,2.1178375832,3364
Bucerotidae,Bycanistes,Bycanistes subcylindricus,Grey-cheeked Hornbill,LC,7.2702021721,2.1126589552,3409
Bucerotidae,Bycanistes,Bycanistes cylindricus,Brown-cheeked Hornbill,VU,7.9942069286,3.5828750566,2764
Bucerotidae,Bycanistes,Bycanistes albotibialis,White-thighed Hornbill,LC,7.7710404566,2.1714554375,2927
Bucerotidae,Bycanistes,Bycanistes bucinator,Trumpeter Hornbill,LC,8.2897736378,2.2289141863,2543
Bucerotidae,Bycanistes,Bycanistes fistulator,Western Piping Hornbill,LC,7.8552678262,2.1810125165,2852
Bucerotidae,Bycanistes,Bycanistes sharpii,Eastern Piping Hornbill,LC,7.8989515119,2.1859334621,2822
Bucerotidae,Rhinoplax,Rhinoplax vigil,Helmeted Hornbill,CR,14.5558987166,5.5170286276,766
Bucerotidae,Buceros,Buceros hydrocorax,Northern Rufous Hornbill,VU,10.8347272461,3.8573325574,1463
Bucerotidae,Buceros,Buceros mindanensis,Southern Rufous Hornbill,VU,11.52991875,3.9144136456,1274
Bucerotidae,Buceros,Buceros bicornis,Great Hornbill,NT,11.64465175,3.2303815198,1238
Bucerotidae,Buceros,Buceros rhinoceros,Rhinoceros Hornbill,NT,11.4224012188,3.2126485732,1303
Bucerotidae,Anorrhinus,Anorrhinus galeritus,Bushy-crested Hornbill,LC,13.2103543918,2.6539708814,923
Bucerotidae,Anorrhinus,Anorrhinus austeni,Austen's Brown Hornbill,NT,11.6908398072,3.2340276388,1224
Bucerotidae,Anorrhinus,Anorrhinus tickelli,Tickell's Brown Hornbill,NT,11.7084595847,3.2354150613,1218
Bucerotidae,Ocyceros,Ocyceros birostris,Indian Grey Hornbill,LC,6.846962,2.0601264505,3869
Bucerotidae,Ocyceros,Ocyceros griseus,Malabar Grey Hornbill,LC,6.854271,2.0610574603,3857
Bucerotidae,Ocyceros,Ocyceros gingalensis,Sri Lanka Grey Hornbill,LC,6.840808,2.0593418903,3876
Bucerotidae,Anthracoceros,Anthracoceros malayanus,Black Hornbill,NT,11.6525309347,3.2310044496,1234
Bucerotidae,Anthracoceros,Anthracoceros montani,Sulu Hornbill,CR,11.1321114516,5.2684444986,1373
Bucerotidae,Anthracoceros,Anthracoceros coronatus,Malabar Pied Hornbill,NT,10.9162323794,3.1710487167,1437
Bucerotidae,Anthracoceros,Anthracoceros albirostris,Oriental Pied Hornbill,LC,11.4491510321,2.5216524304,1295
Bucerotidae,Anthracoceros,Anthracoceros marchei,Palawan Hornbill,VU,11.1010697543,3.8795882193,1385
Bucerotidae,Aceros,Aceros nipalensis,Rufous-necked Hornbill,VU,13.1892127002,4.038776368,928
Bucerotidae,Rhabdotorrhinus,Rhabdotorrhinus corrugatus,Wrinkled Hornbill,NT,10.5431625115,3.1392404519,1540
Bucerotidae,Rhabdotorrhinus,Rhabdotorrhinus exarhatus,Sulawesi Hornbill,VU,7.336371,3.5069223509,3349
Bucerotidae,Rhabdotorrhinus,Rhabdotorrhinus leucocephalus,Writhed Hornbill,NT,10.2020084995,3.1092402731,1681
Bucerotidae,Rhabdotorrhinus,Rhabdotorrhinus waldeni,Rufous-headed Hornbill,CR,10.504069802,5.2152895908,1557
Bucerotidae,Penelopides,Penelopides panini,Visayan Hornbill,EN,7.389637,4.2064387954,3192
Bucerotidae,Penelopides,Penelopides affinis,Mindanao Hornbill,LC,7.39823,2.1280209694,3183
Bucerotidae,Penelopides,Penelopides mindorensis,Mindoro Hornbill,EN,7.319482,4.198041535,3360
Bucerotidae,Penelopides,Penelopides manillae,Luzon Hornbill,LC,7.320743,2.1187515537,3359
Bucerotidae,Rhyticeros,Rhyticeros cassidix,Knobbed Hornbill,VU,10.7406484451,3.8493514078,1492
Bucerotidae,Rhyticeros,Rhyticeros everetti,Sumba Hornbill,VU,10.4115567471,3.8209209528,1599
Bucerotidae,Rhyticeros,Rhyticeros undulatus,Wreathed Hornbill,LC,8.444463,2.2454286439,2474
Bucerotidae,Rhyticeros,Rhyticeros subruficollis,Plain-pouched Hornbill,VU,10.3941046967,3.8193904509,1604
Bucerotidae,Rhyticeros,Rhyticeros narcondami,Narcondam Hornbill,EN,10.4443355746,4.5169364396,1586
Bucerotidae,Rhyticeros,Rhyticeros plicatus,Papuan Hornbill,LC,8.60843,2.2626408381,2383
Upupidae,Upupa,Upupa epops,Common Hoopoe,LC,26.686005,3.3209270509,120
Upupidae,Upupa,Upupa marginata,Madagascar Hoopoe,LC,26.686005,3.3209270509,120
Phoeniculidae,Phoeniculus,Phoeniculus purpureus,Green Woodhoopoe,LC,14.102081,2.7148325489,811
Phoeniculidae,Phoeniculus,Phoeniculus damarensis,Violet Woodhoopoe,LC,14.101466,2.7147918252,812
Phoeniculidae,Phoeniculus,Phoeniculus somaliensis,Black-billed Woodhoopoe,LC,17.946354,2.941611512,432
Phoeniculidae,Phoeniculus,Phoeniculus bollei,White-headed Woodhoopoe,LC,17.638687,2.9252393669,458
Phoeniculidae,Rhinopomastus,Rhinopomastus castaneiceps,Forest Scimitarbill,LC,17.695475,2.928281516,454
Phoeniculidae,Rhinopomastus,Rhinopomastus aterrimus,Black Scimitarbill,LC,21.172142,3.098836636,241
